age,age_old,age_young,co2,type,co2_low,co2_high,co2_range,distribution,proxy_type,reference
4.8,,,351,mean,320,382,1,normal,alkenones,"Seki et al., 2010"
4.9,,,383,mean,350,417,1,normal,alkenones,"Seki et al., 2010"
4.9,,,422,mean,385,459,1,normal,alkenones,"Seki et al., 2010"
5,,,448,mean,409,488,1,normal,alkenones,"Seki et al., 2010"
5.2,,,457,mean,417,497,1,normal,alkenones,"Seki et al., 2010"
0.02,,,318,mean,283,402,1,skew_normal,alkenones,"Zhang et al., 2013"
0.03,,,305,mean,273,384,1,skew_normal,alkenones,"Zhang et al., 2013"
0.03,,,322,mean,284,411,1,skew_normal,alkenones,"Zhang et al., 2013"
0.04,,,308,mean,268,400,1,skew_normal,alkenones,"Zhang et al., 2013"
0.06,,,312,mean,279,393,1,skew_normal,alkenones,"Zhang et al., 2013"
0.07,,,338,mean,304,422,1,skew_normal,alkenones,"Zhang et al., 2013"
0.09,,,334,mean,293,429,1,skew_normal,alkenones,"Zhang et al., 2013"
0.11,,,332,mean,290,429,1,skew_normal,alkenones,"Zhang et al., 2013"
0.11,,,336,mean,293,435,1,skew_normal,alkenones,"Zhang et al., 2013"
0.13,,,336,mean,305,418,1,skew_normal,alkenones,"Zhang et al., 2013"
0.15,,,315,mean,277,403,1,skew_normal,alkenones,"Zhang et al., 2013"
0.16,,,316,mean,286,395,1,skew_normal,alkenones,"Zhang et al., 2013"
0.17,,,330,mean,286,429,1,skew_normal,alkenones,"Zhang et al., 2013"
0.31,,,319,mean,275,418,1,skew_normal,alkenones,"Zhang et al., 2013"
0.43,,,285,mean,252,362,1,skew_normal,alkenones,"Zhang et al., 2013"
0.58,,,302,mean,261,393,1,skew_normal,alkenones,"Zhang et al., 2013"
0.93,,,291,mean,255,374,1,skew_normal,alkenones,"Zhang et al., 2013"
1.05,,,301,mean,261,393,1,skew_normal,alkenones,"Zhang et al., 2013"
1.19,,,322,mean,281,416,1,skew_normal,alkenones,"Zhang et al., 2013"
1.21,,,311,mean,263,414,1,skew_normal,alkenones,"Zhang et al., 2013"
1.22,,,317,mean,278,409,1,skew_normal,alkenones,"Zhang et al., 2013"
1.23,,,322,mean,278,422,1,skew_normal,alkenones,"Zhang et al., 2013"
1.25,,,291,mean,257,372,1,skew_normal,alkenones,"Zhang et al., 2013"
1.27,,,309,mean,257,416,1,skew_normal,alkenones,"Zhang et al., 2013"
1.28,,,298,mean,263,382,1,skew_normal,alkenones,"Zhang et al., 2013"
1.35,,,326,mean,276,434,1,skew_normal,alkenones,"Zhang et al., 2013"
1.64,,,298,mean,255,392,1,skew_normal,alkenones,"Zhang et al., 2013"
1.73,,,312,mean,271,405,1,skew_normal,alkenones,"Zhang et al., 2013"
1.97,,,309,mean,263,408,1,skew_normal,alkenones,"Zhang et al., 2013"
2.09,,,329,mean,275,442,1,skew_normal,alkenones,"Zhang et al., 2013"
2.19,,,331,mean,279,441,1,skew_normal,alkenones,"Zhang et al., 2013"
2.3,,,337,mean,285,450,1,skew_normal,alkenones,"Zhang et al., 2013"
2.4,,,344,mean,288,461,1,skew_normal,alkenones,"Zhang et al., 2013"
2.59,,,333,mean,280,446,1,skew_normal,alkenones,"Zhang et al., 2013"
2.6,,,305,mean,255,410,1,skew_normal,alkenones,"Zhang et al., 2013"
2.72,,,317,mean,266,424,1,skew_normal,alkenones,"Zhang et al., 2013"
2.94,,,307,mean,261,407,1,skew_normal,alkenones,"Zhang et al., 2013"
3.08,,,338,mean,290,444,1,skew_normal,alkenones,"Zhang et al., 2013"
3.13,,,318,mean,265,428,1,skew_normal,alkenones,"Zhang et al., 2013"
3.32,,,336,mean,291,437,1,skew_normal,alkenones,"Zhang et al., 2013"
3.36,,,321,mean,278,417,1,skew_normal,alkenones,"Zhang et al., 2013"
3.46,,,339,mean,299,434,1,skew_normal,alkenones,"Zhang et al., 2013"
3.51,,,393,mean,340,512,1,skew_normal,alkenones,"Zhang et al., 2013"
3.52,,,346,mean,303,445,1,skew_normal,alkenones,"Zhang et al., 2013"
3.67,,,346,mean,309,437,1,skew_normal,alkenones,"Zhang et al., 2013"
3.85,,,327,mean,291,414,1,skew_normal,alkenones,"Zhang et al., 2013"
3.99,,,334,mean,295,427,1,skew_normal,alkenones,"Zhang et al., 2013"
4.11,,,348,mean,307,445,1,skew_normal,alkenones,"Zhang et al., 2013"
4.45,,,379,mean,345,471,1,skew_normal,alkenones,"Zhang et al., 2013"
4.78,,,361,mean,332,443,1,skew_normal,alkenones,"Zhang et al., 2013"
7.15,,,379,mean,323,500,1,skew_normal,alkenones,"Zhang et al., 2013"
14.1,,,341,mean,311,421,1,skew_normal,alkenones,"Zhang et al., 2013"
14.74,,,430,mean,388,539,1,skew_normal,alkenones,"Zhang et al., 2013"
15.84,,,402,mean,375,486,1,skew_normal,alkenones,"Zhang et al., 2013"
16.82,,,401,mean,370,490,1,skew_normal,alkenones,"Zhang et al., 2013"
18.26,,,412,mean,384,499,1,skew_normal,alkenones,"Zhang et al., 2013"
20.3,,,358,mean,332,435,1,skew_normal,alkenones,"Zhang et al., 2013"
22.94,,,462,mean,430,560,1,skew_normal,alkenones,"Zhang et al., 2013"
23.48,,,410,mean,383,497,1,skew_normal,alkenones,"Zhang et al., 2013"
25.3,,,416,mean,386,506,1,skew_normal,alkenones,"Zhang et al., 2013"
26.57,,,656,mean,588,825,1,skew_normal,alkenones,"Zhang et al., 2013"
27.85,,,712,mean,626,914,1,skew_normal,alkenones,"Zhang et al., 2013"
28.78,,,730,mean,662,910,1,skew_normal,alkenones,"Zhang et al., 2013"
29.21,,,854,mean,792,1040,1,skew_normal,alkenones,"Zhang et al., 2013"
29.57,,,972,mean,905,1179,1,skew_normal,alkenones,"Zhang et al., 2013"
29.64,,,895,mean,818,1106,1,skew_normal,alkenones,"Zhang et al., 2013"
30.62,,,765,mean,709,932,1,skew_normal,alkenones,"Zhang et al., 2013"
31.27,,,725,mean,664,894,1,skew_normal,alkenones,"Zhang et al., 2013"
32.04,,,743,mean,688,906,1,skew_normal,alkenones,"Zhang et al., 2013"
32.58,,,756,mean,698,925,1,skew_normal,alkenones,"Zhang et al., 2013"
32.83,,,740,mean,671,923,1,skew_normal,alkenones,"Zhang et al., 2013"
32.91,,,723,mean,654,904,1,skew_normal,alkenones,"Zhang et al., 2013"
32.97,,,727,mean,653,912,1,skew_normal,alkenones,"Zhang et al., 2013"
33.45,,,767,mean,698,950,1,skew_normal,alkenones,"Zhang et al., 2013"
33.57,,,671,mean,612,832,1,skew_normal,alkenones,"Zhang et al., 2013"
33.69,,,930,mean,792,1234,1,skew_normal,alkenones,"Zhang et al., 2013"
34.69,,,1038,mean,953,1278,1,skew_normal,alkenones,"Zhang et al., 2013"
35.29,,,879,mean,813,1073,1,skew_normal,alkenones,"Zhang et al., 2013"
35.56,,,919,mean,825,1155,1,skew_normal,alkenones,"Zhang et al., 2013"
35.86,,,947,mean,881,1150,1,skew_normal,alkenones,"Zhang et al., 2013"
36.09,,,1132,mean,1032,1402,1,skew_normal,alkenones,"Zhang et al., 2013"
36.48,,,2622,mean,2417,3212,1,skew_normal,alkenones,"Zhang et al., 2013"
36.81,,,1247,mean,1087,1617,1,skew_normal,alkenones,"Zhang et al., 2013"
37.1,,,939,mean,877,1136,1,skew_normal,alkenones,"Zhang et al., 2013"
37.43,,,1042,mean,938,1309,1,skew_normal,alkenones,"Zhang et al., 2013"
38.55,,,798,mean,737,975,1,skew_normal,alkenones,"Zhang et al., 2013"
38.25,,,898,mean,802,1137,1,skew_normal,alkenones,"Zhang et al., 2013"
38.62,,,863,mean,754,1116,1,skew_normal,alkenones,"Zhang et al., 2013"
12.81,,,283,mean,261,306,1,normal,alkenones,"Badger et al., 2013a"
13.6,,,271,mean,250,291,1,normal,alkenones,"Badger et al., 2013a"
13.64,,,303,mean,280,327,1,normal,alkenones,"Badger et al., 2013a"
13.65,,,306,mean,282,330,1,normal,alkenones,"Badger et al., 2013a"
13.66,,,305,mean,282,328,1,normal,alkenones,"Badger et al., 2013a"
13.67,,,308,mean,284,331,1,normal,alkenones,"Badger et al., 2013a"
13.67,,,289,mean,267,312,1,normal,alkenones,"Badger et al., 2013a"
13.68,,,261,mean,241,282,1,normal,alkenones,"Badger et al., 2013a"
13.69,,,294,mean,272,317,1,normal,alkenones,"Badger et al., 2013a"
13.7,,,271,mean,249,294,1,normal,alkenones,"Badger et al., 2013a"
13.71,,,301,mean,279,324,1,normal,alkenones,"Badger et al., 2013a"
13.72,,,292,mean,271,315,1,normal,alkenones,"Badger et al., 2013a"
13.74,,,305,mean,283,329,1,normal,alkenones,"Badger et al., 2013a"
13.75,,,305,mean,279,331,1,normal,alkenones,"Badger et al., 2013a"
13.76,,,292,mean,270,315,1,normal,alkenones,"Badger et al., 2013a"
13.77,,,340,mean,313,368,1,normal,alkenones,"Badger et al., 2013a"
13.77,,,313,mean,289,336,1,normal,alkenones,"Badger et al., 2013a"
13.78,,,313,mean,286,339,1,normal,alkenones,"Badger et al., 2013a"
13.79,,,294,mean,272,318,1,normal,alkenones,"Badger et al., 2013a"
13.79,,,315,mean,288,345,1,normal,alkenones,"Badger et al., 2013a"
13.8,,,329,mean,306,354,1,normal,alkenones,"Badger et al., 2013a"
2.81,,,282,mean,261,304,1,normal,alkenones,"Badger et al., 2013b"
2.85,,,294,mean,269,320,1,normal,alkenones,"Badger et al., 2013b"
2.86,,,288,mean,269,307,1,normal,alkenones,"Badger et al., 2013b"
2.9,,,270,mean,252,288,1,normal,alkenones,"Badger et al., 2013b"
2.92,,,278,mean,260,297,1,normal,alkenones,"Badger et al., 2013b"
2.93,,,270,mean,252,288,1,normal,alkenones,"Badger et al., 2013b"
2.94,,,307,mean,285,330,1,normal,alkenones,"Badger et al., 2013b"
2.98,,,258,mean,242,275,1,normal,alkenones,"Badger et al., 2013b"
3,,,255,mean,239,272,1,normal,alkenones,"Badger et al., 2013b"
3.02,,,265,mean,247,283,1,normal,alkenones,"Badger et al., 2013b"
3.03,,,262,mean,240,285,1,normal,alkenones,"Badger et al., 2013b"
3.07,,,284,mean,253,318,1,normal,alkenones,"Badger et al., 2013b"
3.09,,,254,mean,237,271,1,normal,alkenones,"Badger et al., 2013b"
3.1,,,275,mean,255,296,1,normal,alkenones,"Badger et al., 2013b"
3.11,,,271,mean,253,290,1,normal,alkenones,"Badger et al., 2013b"
3.13,,,272,mean,254,290,1,normal,alkenones,"Badger et al., 2013b"
3.16,,,278,mean,258,298,1,normal,alkenones,"Badger et al., 2013b"
3.18,,,259,mean,239,280,1,normal,alkenones,"Badger et al., 2013b"
3.19,,,274,mean,255,294,1,normal,alkenones,"Badger et al., 2013b"
3.2,,,272,mean,254,290,1,normal,alkenones,"Badger et al., 2013b"
3.21,,,267,mean,245,290,1,normal,alkenones,"Badger et al., 2013b"
3.22,,,265,mean,246,285,1,normal,alkenones,"Badger et al., 2013b"
3.24,,,273,mean,253,293,1,normal,alkenones,"Badger et al., 2013b"
3.26,,,270,mean,251,290,1,normal,alkenones,"Badger et al., 2013b"
3.27,,,262,mean,244,280,1,normal,alkenones,"Badger et al., 2013b"
3.28,,,258,mean,241,275,1,normal,alkenones,"Badger et al., 2013b"
3.29,,,276,mean,257,295,1,normal,alkenones,"Badger et al., 2013b"
120.3,120.4,120.2,972,mean,699,1388,1,skew_normal,alkenones,"Naafs et al., 2016"
120.3,120.4,120.2,975,mean,799,1221,1,skew_normal,alkenones,"Naafs et al., 2016"
120.1,120.2,120.1,896,mean,692,1194,1,skew_normal,alkenones,"Naafs et al., 2016"
120.1,120.2,120.1,915,mean,753,1141,1,skew_normal,alkenones,"Naafs et al., 2016"
120.1,120.2,120.1,1437,mean,934,2289,1,skew_normal,alkenones,"Naafs et al., 2016"
120.1,120.2,120.1,1596,mean,1050,2517,1,skew_normal,alkenones,"Naafs et al., 2016"
119.9,120.1,119.8,1255,mean,952,1716,1,skew_normal,alkenones,"Naafs et al., 2016"
119.9,120.1,119.8,1942,mean,1409,2829,1,skew_normal,alkenones,"Naafs et al., 2016"
119.9,120.1,119.8,2187,mean,1426,3596,1,skew_normal,alkenones,"Naafs et al., 2016"
119.9,120.1,119.8,1845,mean,1011,3440,1,skew_normal,alkenones,"Naafs et al., 2016"
119.6,119.8,119.3,2058,mean,1358,3326,1,skew_normal,alkenones,"Naafs et al., 2016"
119.6,119.8,119.3,2005,mean,1381,3099,1,skew_normal,alkenones,"Naafs et al., 2016"
119.6,119.8,119.3,2005,mean,1321,3231,1,skew_normal,alkenones,"Naafs et al., 2016"
119.6,119.8,119.3,1746,mean,1233,2600,1,skew_normal,alkenones,"Naafs et al., 2016"
119.6,119.8,119.3,1634,mean,1009,2731,1,skew_normal,alkenones,"Naafs et al., 2016"
119.1,119.3,119,1379,mean,1041,1900,1,skew_normal,alkenones,"Naafs et al., 2016"
118.9,119,118.8,1904,mean,1184,3211,1,skew_normal,alkenones,"Naafs et al., 2016"
118.9,119,118.8,762,mean,588,1014,1,skew_normal,alkenones,"Naafs et al., 2016"
120.1,120.2,120.1,1117,mean,779,1594,1,skew_normal,alkenones,"Naafs et al., 2016"
120.1,120.2,120.1,1099,mean,822,1520,1,skew_normal,alkenones,"Naafs et al., 2016"
119.9,120.1,119.8,1322,mean,856,2104,1,skew_normal,alkenones,"Naafs et al., 2016"
119.9,120.1,119.8,1894,mean,1154,3278,1,skew_normal,alkenones,"Naafs et al., 2016"
119.1,119.3,119,1227,mean,900,1735,1,skew_normal,alkenones,"Naafs et al., 2016"
2.1,2.4,1.8,358,mean,250,590,1,skew_normal; reported distribution is normal,stomata,"van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)"
5.1,,,358,mean,250,590,1,skew_normal; reported distribution is normal,stomata,"van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)"
7.2,,,270,mean,189,446,1,skew_normal; reported distribution is normal,stomata,"van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)"
8.5,,,350,mean,245,578,1,skew_normal; reported distribution is normal,stomata,"van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)"
10.5,,,370,mean,259,611,1,skew_normal; reported distribution is normal,stomata,"van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)"
2.8,3,2.6,276,mean,193,455,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 1996"
3.4,,,330,median,315,349,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 1996"
4,,,363,mean,254,598,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 1996"
4.6,,,270,mean,189,446,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 1996"
168.8,174.1,163.5,879,mean,586,1172,1,skew_normal,stomata,"Beerling et al., 1998"
200.3,201.3,199.3,864,mean,576,1152,1,skew_normal,stomata,"Beerling et al., 1998"
205.4,209.5,201.3,758,mean,505,1010,1,skew_normal,stomata,"Beerling et al., 1998"
205.4,209.5,201.3,835,mean,556,1113,1,skew_normal,stomata,"Beerling et al., 1998"
44.5,47.8,41.2,768,mean,512,1024,1,skew_normal,stomata,"McElwain, 1998"
168.8,174.1,163.5,639,mean,426,852,1,skew_normal,stomata,"McElwain, 1998"
285.6,298.9,272.3,354,mean,236,472,1,skew_normal,stomata,"McElwain, 1998"
316.6,318,315.2,261,mean,174,348,1,skew_normal,stomata,"McElwain, 1998"
400.5,407.6,393.3,2282,mean,1521,3042,1,skew_normal,stomata,"McElwain, 1998"
200.7,201.3,200,716,mean,477,954,1,skew_normal,stomata,"McElwain et al., 1999"
201.3,201.8,200.8,1535,mean,1023,2046,1,skew_normal,stomata,"McElwain et al., 1999"
201.6,201.8,201.3,702,mean,468,936,1,skew_normal,stomata,"McElwain et al., 1999"
135.1,139.4,130.8,1448,mean,965,1931,1,skew_normal,stomata,"Chen et al., 2001"
172.2,174.1,170.3,1894,mean,1263,2525,1,skew_normal,stomata,"Chen et al., 2001"
187.7,201.3,174.1,735,mean,490,980,1,skew_normal,stomata,"Chen et al., 2001"
44.5,47.8,41.2,965,mean,643,1286,1,skew_normal,stomata,"Kôrschner et al., 2001"
15.2,16.7,13.7,339,median,318,559,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
15.3,16.8,13.8,341,median,319,559,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
15.3,16.8,13.8,313,median,308,480,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
16.5,18,15,535,median,402,704,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
54.2,54.3,54.1,443,median,359,623,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
54.3,54.4,54.2,327,median,318,416,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
54.7,54.8,54.6,378,median,343,579,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
55.6,55.7,55.5,479,median,380,639,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
55.9,58.9,52.9,667,median,475,748,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.1,56.2,56,307,median,298,321,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.1,56.2,56,307,median,298,321,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.1,56.2,56,307,median,298,321,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.1,56.2,56,520,median,400,673,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.2,56.3,56.1,304,median,297,311,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.4,56.5,56.3,313,median,304,320,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.5,56.6,56.4,316,median,305,325,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.6,56.7,56.5,320,median,309,335,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.7,56.9,56.5,315,median,306,323,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.7,56.9,56.5,318,median,307,328,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
56.7,56.9,56.5,318,median,307,328,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
57.2,57.4,57,469,median,379,631,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
58.1,58.4,57.8,447,median,367,623,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
59.9,60.8,59,535,median,416,680,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
59.9,60.8,59,574,median,433,704,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)"
270.6,272.3,268.8,343,mean,240,566,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
270.6,272.3,268.8,266,mean,186,439,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
270.6,272.3,268.8,290,mean,203,479,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
270.6,272.3,268.8,326,mean,228,538,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
270.6,272.3,268.8,342,mean,239,564,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,348,mean,244,574,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,351,mean,246,579,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,336,mean,235,554,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,308,mean,216,508,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,350,mean,245,578,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,366,mean,256,604,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,368,mean,258,607,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,358,mean,251,591,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,303,mean,212,500,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,367,mean,257,606,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,350,mean,245,578,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,401,mean,281,662,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,287,mean,201,474,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,311,mean,218,513,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,284,mean,199,469,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
313.5,319,308,325,mean,228,536,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
324,329,319,385,mean,270,635,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
324,329,319,392,mean,274,647,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
324,329,319,359,mean,251,592,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002"
168.4,175.6,161.2,816,mean,544,1088,1,skew_normal,stomata,"Beerling & Royer, 2002"
63.8,66,61.6,367,median,337,571,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)"
64.1,64.3,63.9,330,median,321,401,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)"
65.4,66,64.8,343,median,329,541,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)"
65.4,66,64.8,470,median,370,642,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)"
66.5,67,66,539,median,400,687,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)"
54.3,54.4,54.2,515,median,393,671,1,skew_normal,stomata,"Royer, 2003 (updated by Beerling et al., 2009)"
61.1,64.8,57.4,317,median,311,325,1,skew_normal,stomata,"Royer, 2003 (updated by Beerling et al., 2009)"
49.9,52,47.8,659,mean,439,878,1,skew_normal,stomata,"Greenwood et al., 2003"
409.2,410.8,407.6,2836,mean,2505,4561,1,skew_normal,stomata,"Roth & Konrad, 2003"
182.5,,,1050,mean,800,1300,1,skew_normal,stomata,"McElwain et al., 2005"
182.6,,,1550,mean,1200,1900,1,skew_normal,stomata,"McElwain et al., 2005"
182.7,,,550,mean,400,700,1,skew_normal,stomata,"McElwain et al., 2005"
182.8,,,950,mean,700,1200,1,skew_normal,stomata,"McElwain et al., 2005"
182.9,,,950,mean,700,1200,1,skew_normal,stomata,"McElwain et al., 2005"
183,,,600,mean,500,700,1,skew_normal,stomata,"McElwain et al., 2005"
104.1,107.8,100.5,710,mean,580,1420,1,skew_normal,stomata,"Haworth et al., 2005"
110.4,113,107.8,710,mean,603,1400,1,skew_normal,stomata,"Haworth et al., 2005"
116.5,120,113,700,mean,597,1340,1,skew_normal,stomata,"Haworth et al., 2005"
123,125,121,695,mean,590,1380,1,skew_normal,stomata,"Haworth et al., 2005"
124.7,126.3,123,630,mean,530,1220,1,skew_normal,stomata,"Haworth et al., 2005"
127.9,129.5,126.3,630,mean,530,1250,1,skew_normal,stomata,"Haworth et al., 2005"
130.2,130.8,129.5,550,mean,450,1130,1,skew_normal,stomata,"Haworth et al., 2005"
131.4,132,130.8,620,mean,590,1270,1,skew_normal,stomata,"Haworth et al., 2005"
133,133.9,132,650,mean,500,1300,1,skew_normal,stomata,"Haworth et al., 2005"
139.5,145,133.9,1442,mean,961,1923,1,skew_normal,stomata,"Sun et al., 2007"
139.5,145,133.9,1228,mean,819,1638,1,skew_normal,stomata,"Sun et al., 2007"
139.5,145,133.9,1151,mean,767,1534,1,skew_normal,stomata,"Sun et al., 2007"
168,168.3,167.7,1031,mean,687,1375,1,skew_normal,stomata,"Sun et al., 2007"
168,168.3,167.7,926,mean,618,1235,1,skew_normal,stomata,"Sun et al., 2007"
172.2,174.1,170.3,896,mean,597,1195,1,skew_normal,stomata,"Sun et al., 2007"
186.8,190.8,182.7,942,mean,628,1256,1,skew_normal,stomata,"Sun et al., 2007"
25.6,28.1,23,588,mean,412,971,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
22.1,23.6,20.6,333,mean,233,550,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
20,20.3,19.7,332,mean,233,548,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
19,19.5,18.5,397,mean,278,654,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
19,19.2,18.8,459,mean,321,757,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
17.6,18,17.2,374,mean,262,617,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
17.6,18,17.2,341,mean,239,563,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
17.6,18,17.2,388,mean,272,641,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
17,17.5,16.4,393,mean,275,649,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
16.8,17.2,16.4,425,mean,297,701,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
16.5,17.5,15.5,393,mean,275,649,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
15.8,16,15.6,564,median,414,701,1,skew_normal,stomata,"Kôrschner et al., 2008 (updated by Beerling et al., 2009)"
15.7,16.4,15,555,median,426,695,1,skew_normal,stomata,"Kôrschner et al., 2008 (updated by Beerling et al., 2009)"
15.7,16.4,15,552,median,416,693,1,skew_normal,stomata,"Kôrschner et al., 2008 (updated by Beerling et al., 2009)"
15.7,16.4,15,449,mean,314,741,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
13.9,14.3,13.5,287,median,262,301,1,skew_normal,stomata,"Kôrschner et al., 2008 (updated by Beerling et al., 2009)"
13.9,14.3,13.5,293,mean,205,483,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
11.6,12.2,11,332,mean,233,548,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008"
72.5,83.6,72.1,559,mean,497,819,1,skew_normal,stomata,"Quan et al., 2009"
73.1,83.6,72.1,568,mean,508,836,1,skew_normal,stomata,"Quan et al., 2009"
73.7,83.6,72.1,572,mean,491,938,1,skew_normal,stomata,"Quan et al., 2009"
74.7,83.6,72.1,589,mean,506,1020,1,skew_normal,stomata,"Quan et al., 2009"
75.4,83.6,72.1,593,mean,520,979,1,skew_normal,stomata,"Quan et al., 2009"
75.9,83.6,72.1,695,mean,559,3251,1,skew_normal,stomata,"Quan et al., 2009"
78.1,83.6,72.1,568,mean,475,984,1,skew_normal,stomata,"Quan et al., 2009"
79.9,83.6,72.1,582,mean,497,1001,1,skew_normal,stomata,"Quan et al., 2009"
81.5,83.6,72.1,585,mean,483,1105,1,skew_normal,stomata,"Quan et al., 2009"
121,123,119,867,mean,578,1156,1,skew_normal,stomata,"Passalia, 2009"
121,123,119,837,mean,558,1116,1,skew_normal,stomata,"Passalia, 2009"
121,123,119,784,mean,523,1046,1,skew_normal,stomata,"Passalia, 2009"
121,123,119,573,mean,382,764,1,skew_normal,stomata,"Passalia, 2009"
121,123,119,1060,mean,707,1413,1,skew_normal,stomata,"Passalia, 2009"
121,123,119,1060,mean,707,1413,1,skew_normal,stomata,"Passalia, 2009"
121,123,119,867,mean,578,1156,1,skew_normal,stomata,"Passalia, 2009"
121,123,119,593,mean,395,791,1,skew_normal,stomata,"Passalia, 2009"
