age,age_old,age_young,co2,type,co2_low,co2_high,co2_range,distribution,proxy_type,reference,xi_co2,omega_co2,alpha_co2
3.67,NA,NA,346,mean,309,437,1,skew_normal,alkenones,"Zhang et al., 2013",435.8591165,90.35185655,-1.753277892
3.85,NA,NA,327,mean,291,414,1,skew_normal,alkenones,"Zhang et al., 2013",412.5120344,86.55052512,-1.730667298
3.99,NA,NA,334,mean,295,427,1,skew_normal,alkenones,"Zhang et al., 2013",425.0787183,92.65857746,-1.713506934
4.11,NA,NA,348,mean,307,445,1,skew_normal,alkenones,"Zhang et al., 2013",442.788667,96.72996913,-1.703369246
4.45,NA,NA,379,mean,345,471,1,skew_normal,alkenones,"Zhang et al., 2013",471.9476289,90.38559875,-1.877466021
4.78,NA,NA,361,mean,332,443,1,skew_normal,alkenones,"Zhang et al., 2013",444.6227679,80.17846824,-1.935474493
7.15,NA,NA,379,mean,323,500,1,skew_normal,alkenones,"Zhang et al., 2013",494.0301075,121.911117,-1.587597408
14.1,NA,NA,341,mean,311,421,1,skew_normal,alkenones,"Zhang et al., 2013",421.5611627,78.72164451,-1.858335149
14.74,NA,NA,430,mean,388,539,1,skew_normal,alkenones,"Zhang et al., 2013",539.0776733,107.5789557,-1.822900738
15.84,NA,NA,402,mean,375,486,1,skew_normal,alkenones,"Zhang et al., 2013",489.2296673,81.3108075,-2.063514815
16.82,NA,NA,401,mean,370,490,1,skew_normal,alkenones,"Zhang et al., 2013",492.0412872,86.88120829,-1.955681117
18.26,NA,NA,412,mean,384,499,1,skew_normal,alkenones,"Zhang et al., 2013",502.3247464,84.22587964,-2.061784534
20.3,NA,NA,358,mean,332,435,1,skew_normal,alkenones,"Zhang et al., 2013",437.2441218,74.91947825,-1.997124007
22.94,NA,NA,462,mean,430,560,1,skew_normal,alkenones,"Zhang et al., 2013",563.4833801,95.01768702,-2.042204852
23.48,NA,NA,410,mean,383,497,1,skew_normal,alkenones,"Zhang et al., 2013",500.8882599,83.91216593,-2.111315143
25.3,NA,NA,416,mean,386,506,1,skew_normal,alkenones,"Zhang et al., 2013",508.8479633,87.44939539,-2.014432014
26.57,NA,NA,656,mean,588,825,1,skew_normal,alkenones,"Zhang et al., 2013",823.3309242,167.6004171,-1.766767525
27.85,NA,NA,712,mean,626,914,1,skew_normal,alkenones,"Zhang et al., 2013",908.9956008,201.6018337,-1.694113976
28.78,NA,NA,730,mean,662,910,1,skew_normal,alkenones,"Zhang et al., 2013",910.9587655,177.2670792,-1.84868512
29.21,NA,NA,854,mean,792,1040,1,skew_normal,alkenones,"Zhang et al., 2013",1045.885791,180.7287505,-2.014432014
29.57,NA,NA,972,mean,905,1179,1,skew_normal,alkenones,"Zhang et al., 2013",1186.695058,200.5173613,-2.054094684
29.64,NA,NA,895,mean,818,1106,1,skew_normal,alkenones,"Zhang et al., 2013",1108.761091,207.012903,-1.894056076
30.62,NA,NA,765,mean,709,932,1,skew_normal,alkenones,"Zhang et al., 2013",937.092366,162.3690478,-2.006417127
31.27,NA,NA,725,mean,664,894,1,skew_normal,alkenones,"Zhang et al., 2013",896.6136359,165.6095314,-1.908510423
32.04,NA,NA,743,mean,688,906,1,skew_normal,alkenones,"Zhang et al., 2013",910.7730975,158.5839317,-1.998072449
32.58,NA,NA,756,mean,698,925,1,skew_normal,alkenones,"Zhang et al., 2013",929.3821557,164.7167792,-1.975399491
32.83,NA,NA,740,mean,671,923,1,skew_normal,alkenones,"Zhang et al., 2013",924.0558758,180.1833569,-1.851208044
32.91,NA,NA,723,mean,654,904,1,skew_normal,alkenones,"Zhang et al., 2013",904.5844902,178.4294633,-1.836859221
32.97,NA,NA,727,mean,653,912,1,skew_normal,alkenones,"Zhang et al., 2013",910.4474354,183.347185,-1.774393724
33.45,NA,NA,767,mean,698,950,1,skew_normal,alkenones,"Zhang et al., 2013",951.0558758,180.1833569,-1.851208044
33.57,NA,NA,671,mean,612,832,1,skew_normal,alkenones,"Zhang et al., 2013",833.9590305,158.0295555,-1.888550696
33.69,NA,NA,930,mean,792,1234,1,skew_normal,alkenones,"Zhang et al., 2013",1220.819657,305.6158191,-1.612196753
34.69,NA,NA,1038,mean,953,1278,1,skew_normal,alkenones,"Zhang et al., 2013",1282.67751,234.704878,-1.933572646
35.29,NA,NA,879,mean,813,1073,1,skew_normal,alkenones,"Zhang et al., 2013",1078.367839,188.9079198,-1.987081459
35.56,NA,NA,919,mean,825,1155,1,skew_normal,alkenones,"Zhang et al., 2013",1153.269575,233.7808956,-1.779887209
35.86,NA,NA,947,mean,881,1150,1,skew_normal,alkenones,"Zhang et al., 2013",1157.378559,196.733973,-2.048041469
36.09,NA,NA,1132,mean,1032,1402,1,skew_normal,alkenones,"Zhang et al., 2013",1404.650034,265.325043,-1.874610546
36.48,NA,NA,2622,mean,2417,3212,1,skew_normal,alkenones,"Zhang et al., 2013",3225.828633,575.8026704,-1.958956992
36.81,NA,NA,1247,mean,1087,1617,1,skew_normal,alkenones,"Zhang et al., 2013",1606.225401,369.9221853,-1.674151778
37.1,NA,NA,939,mean,877,1136,1,skew_normal,alkenones,"Zhang et al., 2013",1144.320841,190.2798373,-2.09218887
37.43,NA,NA,1042,mean,938,1309,1,skew_normal,alkenones,"Zhang et al., 2013",1308.5006,263.8345591,-1.808829218
38.55,NA,NA,798,mean,737,975,1,skew_normal,alkenones,"Zhang et al., 2013",979.4411264,172.5906656,-1.969826145
38.25,NA,NA,898,mean,802,1137,1,skew_normal,alkenones,"Zhang et al., 2013",1134.743577,236.9750895,-1.768995728
38.62,NA,NA,863,mean,754,1116,1,skew_normal,alkenones,"Zhang et al., 2013",1108.896752,252.8405514,-1.678901598
12.81,NA,NA,283,mean,261,306,1,normal,alkenones,"Badger et al., 2013a",291.375987,23.9642966,-0.452082187
13.6,NA,NA,271,mean,250,291,1,normal,alkenones,"Badger et al., 2013a",263.0942747,21.9116005,0.467673043
13.64,NA,NA,303,mean,280,327,1,normal,alkenones,"Badger et al., 2013a",311.6058633,24.98971943,-0.445007
13.65,NA,NA,306,mean,282,330,1,normal,alkenones,"Badger et al., 2013a",306.046413,24.13379669,-0.002410322
13.66,NA,NA,305,mean,282,328,1,normal,alkenones,"Badger et al., 2013a",304.9404133,23.12825582,0.003229
13.67,NA,NA,308,mean,284,331,1,normal,alkenones,"Badger et al., 2013a",299.3941367,24.98971943,0.445007
13.67,NA,NA,289,mean,267,312,1,normal,alkenones,"Badger et al., 2013a",297.375987,23.9642966,-0.452082187
13.68,NA,NA,261,mean,241,282,1,normal,alkenones,"Badger et al., 2013a",268.9057253,21.9116005,-0.467673043
13.69,NA,NA,294,mean,272,317,1,normal,alkenones,"Badger et al., 2013a",302.375987,23.9642966,-0.452082187
13.7,NA,NA,271,mean,249,294,1,normal,alkenones,"Badger et al., 2013a",279.375987,23.9642966,-0.452082187
13.71,NA,NA,301,mean,279,324,1,normal,alkenones,"Badger et al., 2013a",309.375987,23.9642966,-0.452082187
13.72,NA,NA,292,mean,271,315,1,normal,alkenones,"Badger et al., 2013a",302.8219815,24.22240942,-0.59017512
13.74,NA,NA,305,mean,283,329,1,normal,alkenones,"Badger et al., 2013a",316.1137096,25.26006711,-0.580215738
13.75,NA,NA,305,mean,279,331,1,normal,alkenones,"Badger et al., 2013a",305.0763626,26.14500957,-0.003660615
13.76,NA,NA,292,mean,270,315,1,normal,alkenones,"Badger et al., 2013a",300.375987,23.9642966,-0.452082187
13.77,NA,NA,340,mean,313,368,1,normal,alkenones,"Badger et al., 2013a",349.4946594,29.08618104,-0.420476376
13.77,NA,NA,313,mean,289,336,1,normal,alkenones,"Badger et al., 2013a",304.3941367,24.98971943,0.445007
13.78,NA,NA,313,mean,286,339,1,normal,alkenones,"Badger et al., 2013a",303.7232528,28.06278225,0.426114205
13.79,NA,NA,294,mean,272,318,1,normal,alkenones,"Badger et al., 2013a",305.1137096,25.26006711,-0.580215738
13.79,NA,NA,315,mean,288,345,1,normal,alkenones,"Badger et al., 2013a",329.878368,31.65468897,-0.624589111
13.8,NA,NA,329,mean,306,354,1,normal,alkenones,"Badger et al., 2013a",340.4012418,26.29680032,-0.570876291
2.81,NA,NA,282,mean,261,304,1,normal,alkenones,"Badger et al., 2013b",290.1426792,22.93827281,-0.459619229
2.85,NA,NA,294,mean,269,320,1,normal,alkenones,"Badger et al., 2013b",303.0560762,27.03892654,-0.43206078
2.86,NA,NA,288,mean,269,307,1,normal,alkenones,"Badger et al., 2013b",288.0076702,19.1058886,-0.00050315
2.9,NA,NA,270,mean,252,288,1,normal,alkenones,"Badger et al., 2013b",270.0254129,18.10033215,-0.001759651
2.92,NA,NA,278,mean,260,297,1,normal,alkenones,"Badger et al., 2013b",285.4198933,19.85608732,-0.485601879
2.93,NA,NA,270,mean,252,288,1,normal,alkenones,"Badger et al., 2013b",270.0668727,18.10043752,-0.00463045
2.94,NA,NA,307,mean,285,330,1,normal,alkenones,"Badger et al., 2013b",315.375987,23.9642966,-0.452082187
2.98,NA,NA,258,mean,242,275,1,normal,alkenones,"Badger et al., 2013b",264.9161984,17.79722613,-0.506551709
3,NA,NA,255,mean,239,272,1,normal,alkenones,"Badger et al., 2013b",261.9161984,17.79722613,-0.506551709
3.02,NA,NA,265,mean,247,283,1,normal,alkenones,"Badger et al., 2013b",264.9502084,18.10038254,0.003447705
3.03,NA,NA,262,mean,240,285,1,normal,alkenones,"Badger et al., 2013b",270.375987,23.9642966,-0.452082187
3.07,NA,NA,284,mean,253,318,1,normal,alkenones,"Badger et al., 2013b",300.0856442,35.81445897,-0.593645212
3.09,NA,NA,254,mean,237,271,1,normal,alkenones,"Badger et al., 2013b",253.966526,17.09477382,0.002454172
3.1,NA,NA,275,mean,255,296,1,normal,alkenones,"Badger et al., 2013b",282.9057253,21.9116005,-0.467673043
3.11,NA,NA,271,mean,253,290,1,normal,alkenones,"Badger et al., 2013b",278.4198933,19.85608732,-0.485601879
3.13,NA,NA,272,mean,254,290,1,normal,alkenones,"Badger et al., 2013b",271.955091,18.10036976,0.00310962
3.16,NA,NA,278,mean,258,298,1,normal,alkenones,"Badger et al., 2013b",278.0633625,20.11155987,-0.003948656
3.18,NA,NA,259,mean,239,280,1,normal,alkenones,"Badger et al., 2013b",266.9057253,21.9116005,-0.467673043
3.19,NA,NA,274,mean,255,294,1,normal,alkenones,"Badger et al., 2013b",281.664886,20.88422581,-0.476308316
3.2,NA,NA,272,mean,254,290,1,normal,alkenones,"Badger et al., 2013b",271.9574713,18.10036402,0.0029448
3.21,NA,NA,267,mean,245,290,1,normal,alkenones,"Badger et al., 2013b",275.375987,23.9642966,-0.452082187
3.22,NA,NA,265,mean,246,285,1,normal,alkenones,"Badger et al., 2013b",272.664886,20.88422581,-0.476308316
3.24,NA,NA,273,mean,253,293,1,normal,alkenones,"Badger et al., 2013b",273.0534679,20.11153112,-0.003332038
3.26,NA,NA,270,mean,251,290,1,normal,alkenones,"Badger et al., 2013b",277.664886,20.88422581,-0.476308316
3.27,NA,NA,262,mean,244,280,1,normal,alkenones,"Badger et al., 2013b",261.949857,18.10038351,0.003472034
3.28,NA,NA,258,mean,241,275,1,normal,alkenones,"Badger et al., 2013b",257.9347523,17.09486554,0.004783693
3.29,NA,NA,276,mean,257,295,1,normal,alkenones,"Badger et al., 2013b",275.940592,19.1059794,0.003897067
120.3,120.4,120.2,972,mean,699,1388,1,skew_normal,alkenones,"Naafs et al., 2016",1304.479938,435.2026772,-1.137791167
120.3,120.4,120.2,975,mean,799,1221,1,skew_normal,alkenones,"Naafs et al., 2016",1157.59167,259.1938348,-1.018228856
120.1,120.2,120.1,896,mean,692,1194,1,skew_normal,alkenones,"Naafs et al., 2016",1126.290673,312.9108848,-1.080185542
120.1,120.2,120.1,915,mean,753,1141,1,skew_normal,alkenones,"Naafs et al., 2016",1082.431063,238.1534787,-1.015498998
120.1,120.2,120.1,1437,mean,934,2289,1,skew_normal,alkenones,"Naafs et al., 2016",2166.231555,882.0182037,-1.277209353
120.1,120.2,120.1,1596,mean,1050,2517,1,skew_normal,alkenones,"Naafs et al., 2016",2382.440809,953.8658905,-1.271825969
119.9,120.1,119.8,1255,mean,952,1716,1,skew_normal,alkenones,"Naafs et al., 2016",1623.018442,482.3482288,-1.135704047
119.9,120.1,119.8,1942,mean,1409,2829,1,skew_normal,alkenones,"Naafs et al., 2016",2693.51744,919.9488116,-1.254271541
119.9,120.1,119.8,2187,mean,1426,3596,1,skew_normal,alkenones,"Naafs et al., 2016",3448.527457,1444.617903,-1.391427901
119.9,120.1,119.8,1845,mean,1011,3440,1,skew_normal,alkenones,"Naafs et al., 2016",3293.545247,1629.411208,-1.43265287
119.6,119.8,119.3,2058,mean,1358,3326,1,skew_normal,alkenones,"Naafs et al., 2016",3181.738799,1303.204034,-1.363496513
119.6,119.8,119.3,2005,mean,1381,3099,1,skew_normal,alkenones,"Naafs et al., 2016",2958.906393,1128.387532,-1.321636884
119.6,119.8,119.3,2005,mean,1321,3231,1,skew_normal,alkenones,"Naafs et al., 2016",3085.969697,1261.499403,-1.349988425
119.6,119.8,119.3,1746,mean,1233,2600,1,skew_normal,alkenones,"Naafs et al., 2016",2469.698953,885.6925181,-1.25470322
119.6,119.8,119.3,1634,mean,1009,2731,1,skew_normal,alkenones,"Naafs et al., 2016",2591.083755,1131.342763,-1.323097943
119.1,119.3,119,1379,mean,1041,1900,1,skew_normal,alkenones,"Naafs et al., 2016",1798.929492,544.4695399,-1.153230132
118.9,119,118.8,1904,mean,1184,3211,1,skew_normal,alkenones,"Naafs et al., 2016",3063.476708,1342.972911,-1.36620893
118.9,119,118.8,762,mean,588,1014,1,skew_normal,alkenones,"Naafs et al., 2016",955.3053184,264.7960367,-1.06826952
120.1,120.2,120.1,1117,mean,779,1594,1,skew_normal,alkenones,"Naafs et al., 2016",1474.361466,502.2311626,-1.031923123
120.1,120.2,120.1,1099,mean,822,1520,1,skew_normal,alkenones,"Naafs et al., 2016",1434.821144,440.5381074,-1.134287732
119.9,120.1,119.8,1322,mean,856,2104,1,skew_normal,alkenones,"Naafs et al., 2016",1987.777917,810.3443986,-1.265117186
119.9,120.1,119.8,1894,mean,1154,3278,1,skew_normal,alkenones,"Naafs et al., 2016",3138.784984,1417.394521,-1.404269715
119.1,119.3,119,1227,mean,900,1735,1,skew_normal,alkenones,"Naafs et al., 2016",1638.745054,530.4928938,-1.163683947
2.1,2.4,1.8,358,mean,250,590,1,skew_normal; reported distribution is normal,stomata,"van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",578.1264263,233.9022236,-1.580182836
5.1,NA,NA,358,mean,250,590,1,skew_normal; reported distribution is normal,stomata,"van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",578.1264263,233.9022236,-1.580182836
7.2,NA,NA,270,mean,189,446,1,skew_normal; reported distribution is normal,stomata,"van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",437.6245751,177.2123278,-1.594713576
8.5,NA,NA,350,mean,245,578,1,skew_normal; reported distribution is normal,stomata,"van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",567.1038791,229.5874914,-1.593887424
10.5,NA,NA,370,mean,259,611,1,skew_normal; reported distribution is normal,stomata,"van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",599.473703,242.6812812,-1.593736653
2.8,3,2.6,276,mean,193,455,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 1996",446.0618434,180.3867391,-1.585189898
3.4,NA,NA,330,median,315,349,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 1996",342.5380501,20.12305538,-0.869876184
4,NA,NA,363,mean,254,598,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 1996",586.2427643,236.8288727,-1.584798898
4.6,NA,NA,270,mean,189,446,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 1996",437.6245751,177.2123278,-1.594713576
168.8,174.1,163.5,879,mean,586,1172,1,skew_normal,stomata,"Beerling et al., 1998",879.9390521,294.6343859,-0.003994559
200.3,201.3,199.3,864,mean,576,1152,1,skew_normal,stomata,"Beerling et al., 1998",863.3179492,289.605828,0.002951691
205.4,209.5,201.3,758,mean,505,1010,1,skew_normal,stomata,"Beerling et al., 1998",718.2652329,256.9241295,0.195001644
205.4,209.5,201.3,835,mean,556,1113,1,skew_normal,stomata,"Beerling et al., 1998",792.6202018,283.1695436,0.188633108
44.5,47.8,41.2,768,mean,512,1024,1,skew_normal,stomata,"McElwain, 1998",768.5780188,257.4273375,-0.002814158
168.8,174.1,163.5,639,mean,426,852,1,skew_normal,stomata,"McElwain, 1998",639.4746199,214.1875754,-0.002777237
285.6,298.9,272.3,354,mean,236,472,1,skew_normal,stomata,"McElwain, 1998",353.752676,118.6578721,0.002612347
316.6,318,315.2,261,mean,174,348,1,skew_normal,stomata,"McElwain, 1998",261.2399535,87.48518028,-0.003437593
400.5,407.6,393.3,2282,mean,1521,3042,1,skew_normal,stomata,"McElwain, 1998",2199.738758,769.0989852,0.134436937
200.7,201.3,200,716,mean,477,954,1,skew_normal,stomata,"McElwain et al., 1999",677.7269796,242.7890946,0.198810108
201.3,201.8,200.8,1535,mean,1023,2046,1,skew_normal,stomata,"McElwain et al., 1999",1471.721774,518.1703355,0.153626771
201.6,201.8,201.3,702,mean,468,936,1,skew_normal,stomata,"McElwain et al., 1999",701.4184695,235.3048012,0.003097442
135.1,139.4,130.8,1448,mean,965,1931,1,skew_normal,stomata,"Chen et al., 2001",1446.79933,485.6932445,0.003098298
172.2,174.1,170.3,1894,mean,1263,2525,1,skew_normal,stomata,"Chen et al., 2001",1895.753827,634.5189885,-0.003464207
187.7,201.3,174.1,735,mean,490,980,1,skew_normal,stomata,"Chen et al., 2001",734.036538,246.3672703,0.004901345
44.5,47.8,41.2,965,mean,643,1286,1,skew_normal,stomata,"Kôrschner et al., 2001",918.4194339,326.5624777,0.179687869
15.2,16.7,13.7,339,median,318,559,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",591.4609802,194.6242369,-4.081364596
15.3,16.8,13.8,341,median,319,559,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",590.713455,193.3805101,-3.969080457
15.3,16.8,13.8,313,median,308,480,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",507.9058031,142.274464,-6.915077751
16.5,18,15,535,median,402,704,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",647.0341863,178.9722052,-0.874939179
54.2,54.3,54.1,443,median,359,623,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",613.6466748,181.5268315,-1.57704868
54.3,54.4,54.2,327,median,318,416,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",428.9401897,78.95696766,-3.965003852
54.7,54.8,54.6,378,median,343,579,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",601.9769982,184.3160026,-2.977307495
55.6,55.7,55.5,479,median,380,639,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",612.1608827,166.4399319,-1.216013332
55.9,58.9,52.9,667,median,475,748,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",479.27748,191.42433,1.705816156
56.1,56.2,56,307,median,298,321,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",318.3578068,14.61806174,-1.16543404
56.1,56.2,56,307,median,298,321,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",318.3578068,14.61806174,-1.16543404
56.1,56.2,56,307,median,298,321,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",318.3578068,14.61806174,-1.16543404
56.1,56.2,56,520,median,400,673,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",621.9199282,162.0104383,-0.880352128
56.2,56.3,56.1,304,median,297,311,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",303.9815432,7.039035214,0.003286279
56.4,56.5,56.3,313,median,304,320,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",306.9346215,9.527206969,0.893570387
56.5,56.6,56.4,316,median,305,325,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",309.1425495,11.65755179,0.810711108
56.6,56.7,56.5,320,median,309,335,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",330.8545031,15.8308356,-0.982546017
56.7,56.9,56.5,315,median,306,323,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",310.3548372,9.508692714,0.652427336
56.7,56.9,56.5,318,median,307,328,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",312.7370994,11.59187786,0.600829036
56.7,56.9,56.5,318,median,307,328,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",312.7370994,11.59187786,0.600829036
57.2,57.4,57,469,median,379,631,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",612.1315753,166.6134966,-1.355404211
58.1,58.4,57.8,447,median,367,623,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",615.2986158,176.9619782,-1.61052053
59.9,60.8,59,535,median,416,680,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",624.9090641,153.6695086,-0.805453155
59.9,60.8,59,574,median,433,704,1,skew_normal,stomata,"Royer et al., 2001b (updated by Beerling et al., 2009)",510.2982364,148.2584825,0.565226232
270.6,272.3,268.8,343,mean,240,566,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",555.1378144,224.6279114,-1.590145421
270.6,272.3,268.8,266,mean,186,439,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",430.509407,174.2862782,-1.588647769
270.6,272.3,268.8,290,mean,203,479,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",469.9944027,190.3061195,-1.594464359
270.6,272.3,268.8,326,mean,228,538,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",527.6188732,213.5676447,-1.589097675
270.6,272.3,268.8,342,mean,239,564,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",552.8729136,223.7350692,-1.584431205
313.5,319,308,348,mean,244,574,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",563.252881,227.5539089,-1.594852542
313.5,319,308,351,mean,246,579,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",568.1038791,229.5874914,-1.593887424
313.5,319,308,336,mean,235,554,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",543.1713647,219.6681338,-1.586244259
313.5,319,308,308,mean,216,508,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",498.5132201,201.3663226,-1.595341834
313.5,319,308,350,mean,245,578,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",567.1038791,229.5874914,-1.593887424
313.5,319,308,366,mean,256,604,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",592.3585152,239.7552214,-1.589315758
313.5,319,308,368,mean,258,607,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",595.6227095,240.6477011,-1.594647877
313.5,319,308,358,mean,251,591,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",580.0695848,234.5468867,-1.597479854
313.5,319,308,303,mean,212,500,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",490.3981762,198.4403367,-1.590020093
313.5,319,308,367,mean,257,606,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",594.6227095,240.6477011,-1.594647877
313.5,319,308,350,mean,245,578,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",567.1038791,229.5874914,-1.593887424
313.5,319,308,401,mean,281,662,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",649.6603279,262.7680988,-1.595977651
313.5,319,308,287,mean,201,474,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",465.1433871,188.2725281,-1.5956376
313.5,319,308,311,mean,218,513,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",503.3642291,203.3999106,-1.594247261
313.5,319,308,284,mean,199,469,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",460.2923408,186.2389209,-1.596837402
313.5,319,308,325,mean,228,536,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",526.0320214,212.4265174,-1.596128368
324,329,319,385,mean,270,635,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",623.1415251,251.7079032,-1.595341834
324,329,319,392,mean,274,647,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",634.4300421,256.9160254,-1.587775493
324,329,319,359,mean,251,592,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",580.3919925,234.7954064,-1.585650143
168.4,175.6,161.2,816,mean,544,1088,1,skew_normal,stomata,"Beerling & Royer, 2002",816.4898951,273.5162955,-0.002244816
63.8,66,61.6,367,median,337,571,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)",596.798248,184.9003844,-3.264301922
64.1,64.3,63.9,330,median,321,401,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)",410.5935432,63.76439953,-3.531181896
65.4,66,64.8,343,median,329,541,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)",571.9511473,172.9101593,-4.724669526
65.4,66,64.8,470,median,370,642,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)",618.4654387,177.7709834,-1.297019435
66.5,67,66,539,median,400,687,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)",599.954614,155.021723,-0.513032031
54.3,54.4,54.2,515,median,393,671,1,skew_normal,stomata,"Royer, 2003 (updated by Beerling et al., 2009)",619.3412926,165.1709617,-0.884933783
61.1,64.8,57.4,317,median,311,325,1,skew_normal,stomata,"Royer, 2003 (updated by Beerling et al., 2009)",322.6449038,8.454324505,-0.949295214
49.9,52,47.8,659,mean,439,878,1,skew_normal,stomata,"Greenwood et al., 2003",622.7574604,223.6021395,0.20449086
409.2,410.8,407.6,2836,mean,2505,4561,1,skew_normal,stomata,"Roth & Konrad, 2003",4743.870113,1593.42375,-2.819939227
182.5,NA,NA,1050,mean,800,1300,1,skew_normal,stomata,"McElwain et al., 2005",1050.780033,251.3944606,-0.003888836
182.6,NA,NA,1550,mean,1200,1900,1,skew_normal,stomata,"McElwain et al., 2005",1551.026228,351.9520471,-0.003654453
182.7,NA,NA,550,mean,400,700,1,skew_normal,stomata,"McElwain et al., 2005",549.603256,150.836472,0.003296598
182.8,NA,NA,950,mean,700,1200,1,skew_normal,stomata,"McElwain et al., 2005",949.4316252,251.3938932,0.002833618
182.9,NA,NA,950,mean,700,1200,1,skew_normal,stomata,"McElwain et al., 2005",950.5814229,251.393923,-0.00289867
183,NA,NA,600,mean,500,700,1,skew_normal,stomata,"McElwain et al., 2005",600.4504244,100.5583089,-0.00561396
104.1,107.8,100.5,710,mean,580,1420,1,skew_normal,stomata,"Haworth et al., 2005",1498.207247,653.49577,-2.895236026
110.4,113,107.8,710,mean,603,1400,1,skew_normal,stomata,"Haworth et al., 2005",1484.824031,627.6009073,-3.172324178
116.5,120,113,700,mean,597,1340,1,skew_normal,stomata,"Haworth et al., 2005",1417.00093,583.6009909,-3.108991656
123,125,121,695,mean,590,1380,1,skew_normal,stomata,"Haworth et al., 2005",1464.75211,622.5677521,-3.19227758
124.7,126.3,123,630,mean,530,1220,1,skew_normal,stomata,"Haworth et al., 2005",1288.699486,539.9724016,-3.022019546
127.9,129.5,126.3,630,mean,530,1250,1,skew_normal,stomata,"Haworth et al., 2005",1324.496353,565.4491903,-3.105281617
130.2,130.8,129.5,550,mean,450,1130,1,skew_normal,stomata,"Haworth et al., 2005",1196.759202,531.4744639,-2.993657202
