age,age_old,age_young,co2,type,co2_low,co2_high,co2_range,distribution,proxy_type,reference,xi_co2,omega_co2,alpha_co2
204.1,NA,NA,1021.333333,mean,632,1411,1,normal,paleosols,"Schaller et al., 2015",1057.78269,393.3483326,-0.11638762
204.4,NA,NA,1854.466667,mean,1122,2586,1,normal,paleosols,"Schaller et al., 2015",1776.107696,740.1915063,0.133053031
204.6,NA,NA,1427.133333,mean,872,1983,1,normal,paleosols,"Schaller et al., 2015",1487.300594,561.7894465,-0.134615651
204.6,NA,NA,1973.333333,mean,1252,2695,1,normal,paleosols,"Schaller et al., 2015",2028.2147,727.5817061,-0.094672036
204.7,NA,NA,2023.8,mean,1270,2778,1,normal,paleosols,"Schaller et al., 2015",2083.878321,760.5635062,-0.099156404
205.9,NA,NA,2157.866667,mean,1351,2965,1,normal,paleosols,"Schaller et al., 2015",2212.725883,813.3410361,-0.084631367
205.9,NA,NA,2103.866667,mean,1317,2891,1,normal,paleosols,"Schaller et al., 2015",2157.818188,793.2142082,-0.085344593
207.2,NA,NA,1962.8,mean,1246,2680,1,normal,paleosols,"Schaller et al., 2015",2020.903855,723.3179935,-0.100841049
207.3,NA,NA,2275.6,mean,1405,3146,1,normal,paleosols,"Schaller et al., 2015",2223.206284,876.9122006,0.074949883
207.5,NA,NA,2723.733333,mean,1657,3790,1,normal,paleosols,"Schaller et al., 2015",2644.075067,1075.381469,0.092966141
207.8,NA,NA,2505.333333,mean,1539,3472,1,normal,paleosols,"Schaller et al., 2015",2571.984339,974.1581875,-0.085851129
207.9,NA,NA,2508.4,mean,1519,3497,1,normal,paleosols,"Schaller et al., 2015",2417.589282,998.6145003,0.114208621
208.1,NA,NA,2953.133333,mean,1575,4331,1,normal,paleosols,"Schaller et al., 2015",2874.824353,1387.8834,0.070772486
208.3,NA,NA,2953.133333,mean,1764,4142,1,normal,paleosols,"Schaller et al., 2015",2882.145218,1197.724306,0.0743482
208.4,NA,NA,2831.733333,mean,1713,3950,1,normal,paleosols,"Schaller et al., 2015",2749.514801,1127.718294,0.091497013
209.2,NA,NA,3191.066667,mean,1878,4504,1,normal,paleosols,"Schaller et al., 2015",3130.922998,1321.683595,0.057062041
210,NA,NA,2756,mean,1664,3848,1,normal,paleosols,"Schaller et al., 2015",2753.075535,1098.089613,0.003337878
210.3,NA,NA,2295.533333,mean,1437,3154,1,normal,paleosols,"Schaller et al., 2015",2259.579952,864.0314546,0.052174489
210.8,NA,NA,2605.6,mean,1579,3632,1,normal,paleosols,"Schaller et al., 2015",2547.133207,1033.8698,0.070933414
211.6,NA,NA,1623.4,mean,1047,2200,1,normal,paleosols,"Schaller et al., 2015",1663.23455,581.0732914,-0.08602007
211.6,NA,NA,2236.6,mean,1367,3106,1,normal,paleosols,"Schaller et al., 2015",2184.248433,875.9058886,0.074975672
211.9,NA,NA,1942.266667,mean,1220,2664,1,normal,paleosols,"Schaller et al., 2015",1877.967082,728.8430546,0.11078495
213.1,NA,NA,2635.6,mean,1574,3697,1,normal,paleosols,"Schaller et al., 2015",2575.814175,1069.083398,0.070143332
215,NA,NA,3194.333333,mean,1873,4516,1,normal,paleosols,"Schaller et al., 2015",3276.397647,1331.386467,-0.077325553
215,NA,NA,3087.8,mean,1803,4373,1,normal,paleosols,"Schaller et al., 2015",3173.422371,1294.98239,-0.082958042
215.1,NA,NA,3123.2,mean,1826,4420,1,normal,paleosols,"Schaller et al., 2015",3037.046791,1307.058026,0.082700618
215.2,NA,NA,3722.4,mean,2095,5350,1,normal,paleosols,"Schaller et al., 2015",3801.856658,1638.493141,-0.060813652
215.3,NA,NA,3395.733333,mean,1939,4853,1,normal,paleosols,"Schaller et al., 2015",3498.235809,1468.68338,-0.087578119
215.4,NA,NA,3218.066667,mean,1867,4569,1,normal,paleosols,"Schaller et al., 2015",3156.769533,1359.908428,0.05652117
215.6,NA,NA,3113.6,mean,1808,4419,1,normal,paleosols,"Schaller et al., 2015",3044.988348,1314.562335,0.065459488
215.6,NA,NA,3132.333333,mean,1844,4420,1,normal,paleosols,"Schaller et al., 2015",3030.551444,1299.146267,0.098342183
215.7,NA,NA,3240.6,mean,1884,4597,1,normal,paleosols,"Schaller et al., 2015",3170.215787,1365.869537,0.064627072
216,NA,NA,2470.2,mean,1505,3436,1,normal,paleosols,"Schaller et al., 2015",2551.330174,974.2407976,-0.104551502
216.2,NA,NA,2767,mean,1582,3952,1,normal,paleosols,"Schaller et al., 2015",2769.980221,1191.607735,-0.003134561
218.2,NA,NA,3183.266667,mean,1806,4561,1,normal,paleosols,"Schaller et al., 2015",3277.693256,1388.376454,-0.085339444
218.8,NA,NA,2798.666667,mean,1647,3950,1,normal,paleosols,"Schaller et al., 2015",2723.784124,1160.325861,0.080967964
222,NA,NA,2732.066667,mean,1636,3828,1,normal,paleosols,"Schaller et al., 2015",2678.738556,1103.394388,0.060609281
222.3,NA,NA,2324.933333,mean,1413,3237,1,normal,paleosols,"Schaller et al., 2015",2372.120624,918.2924897,-0.064445238
222.4,NA,NA,3022.666667,mean,1756,4290,1,normal,paleosols,"Schaller et al., 2015",3123.343276,1278.00753,-0.098884888
223.2,NA,NA,2627.333333,mean,1596,3658,1,normal,paleosols,"Schaller et al., 2015",2539.534787,1040.430012,0.105951946
224.3,NA,NA,3042.066667,mean,1805,4279,1,normal,paleosols,"Schaller et al., 2015",2984.263924,1245.233152,0.058209221
225.8,NA,NA,2547.466667,mean,1537,3558,1,normal,paleosols,"Schaller et al., 2015",2587.543062,1016.920269,-0.049411765
226.2,NA,NA,3302.4,mean,1906,4699,1,normal,paleosols,"Schaller et al., 2015",3374.158951,1406.11008,-0.064002901
226.6,NA,NA,3182.6,mean,1875,4491,1,normal,paleosols,"Schaller et al., 2015",3291.923439,1319.793443,-0.103995251
227.1,NA,NA,3568.133333,mean,2055,5081,1,normal,paleosols,"Schaller et al., 2015",3484.799512,1523.705524,0.068597012
229.3,NA,NA,3319.733333,mean,1936,4704,1,normal,paleosols,"Schaller et al., 2015",3418.792849,1395.215972,-0.089096922
229.7,NA,NA,2445.6,mean,1505,3387,1,normal,paleosols,"Schaller et al., 2015",2533.462787,950.2794381,-0.116129819
231,NA,NA,2516.4,mean,1541,3492,1,normal,paleosols,"Schaller et al., 2015",2572.917584,982.557788,-0.072151432
231.4,NA,NA,3230.866667,mean,1900,4562,1,normal,paleosols,"Schaller et al., 2015",3307.388176,1340.596112,-0.071597778
232,NA,NA,2142.8,mean,1335,2950,1,normal,paleosols,"Schaller et al., 2015",2070.743976,815.1657603,0.111002896
232.2,NA,NA,2884.2,mean,1724,4045,1,normal,paleosols,"Schaller et al., 2015",2975.871954,1170.540223,-0.098305322
100,NA,NA,746,mean,373,1492,1,skew_normal,paleosols,"Ludvigson et al., 2015",1435.88229,758.2539501,-1.489473223
102.5,NA,NA,886,mean,443,1772,1,skew_normal,paleosols,"Ludvigson et al., 2015",1705.350816,900.553619,-1.489473223
111.5,NA,NA,996,mean,498,1992,1,skew_normal,paleosols,"Ludvigson et al., 2015",1917.076086,1012.360502,-1.489473223
113.5,NA,NA,1335,mean,668,2670,1,skew_normal,paleosols,"Ludvigson et al., 2015",2569.931672,1356.813708,-1.490424026
115.5,NA,NA,986,mean,493,1972,1,skew_normal,paleosols,"Ludvigson et al., 2015",1897.828335,1002.19624,-1.489473223
116,NA,NA,1071,mean,536,2142,1,skew_normal,paleosols,"Ludvigson et al., 2015",2061.791,1088.477179,-1.490658506
116.5,NA,NA,1190,mean,595,2380,1,skew_normal,paleosols,"Ludvigson et al., 2015",2290.482473,1209.547186,-1.489473223
119.4,NA,NA,1179,mean,590,2358,1,skew_normal,paleosols,"Ludvigson et al., 2015",2269.666731,1198.251214,-1.490549885
1,NA,NA,244,mean,153,403,1,skew_normal,paleosols,"Da et al., 2015",382.3946098,164.0580293,-1.317265494
1.1,NA,NA,214,mean,134,353,1,skew_normal,paleosols,"Da et al., 2015",334.6318055,143.50821,-1.310064386
1.2,NA,NA,335,mean,210,552,1,skew_normal,paleosols,"Da et al., 2015",523.2385168,224.0587734,-1.308952513
1.2,NA,NA,217,mean,136,357,1,skew_normal,paleosols,"Da et al., 2015",338.1609063,144.6220787,-1.303297394
1.2,NA,NA,193,mean,121,319,1,skew_normal,paleosols,"Da et al., 2015",302.760837,129.9862198,-1.319285267
1.3,NA,NA,141,mean,88,233,1,skew_normal,paleosols,"Da et al., 2015",220.8025193,94.99354627,-1.308840562
1.3,NA,NA,157,mean,98,258,1,skew_normal,paleosols,"Da et al., 2015",243.9555931,104.4414635,-1.290899553
1.3,NA,NA,196,mean,123,324,1,skew_normal,paleosols,"Da et al., 2015",307.6160126,132.021618,-1.321797766
1.4,NA,NA,194,mean,122,321,1,skew_normal,paleosols,"Da et al., 2015",305.0825592,130.9058486,-1.329438814
1.4,NA,NA,192,mean,120,317,1,skew_normal,paleosols,"Da et al., 2015",300.4359973,129.0652271,-1.309034914
1.4,NA,NA,192,mean,120,316,1,skew_normal,paleosols,"Da et al., 2015",299.1079178,128.142826,-1.298684887
1.4,NA,NA,194,mean,121,320,1,skew_normal,paleosols,"Da et al., 2015",302.9647728,130.1789547,-1.301530594
1.5,NA,NA,239,mean,150,394,1,skew_normal,paleosols,"Da et al., 2015",373.6834296,159.9868706,-1.313077681
1.5,NA,NA,210,mean,132,347,1,skew_normal,paleosols,"Da et al., 2015",329.5688465,141.2784,-1.32398338
1.5,NA,NA,303,mean,190,500,1,skew_normal,paleosols,"Da et al., 2015",474.270528,203.3156773,-1.314399118
1.6,NA,NA,282,mean,177,465,1,skew_normal,paleosols,"Da et al., 2015",441.0748364,188.8727451,-1.314025925
1.6,NA,NA,230,mean,144,380,1,skew_normal,paleosols,"Da et al., 2015",360.4412635,154.801023,-1.315006364
1.6,NA,NA,247,mean,154,407,1,skew_normal,paleosols,"Da et al., 2015",385.1260672,165.3639479,-1.297341986
1.6,NA,NA,207,mean,130,342,1,skew_normal,paleosols,"Da et al., 2015",324.7138419,139.2430768,-1.321667391
1.7,NA,NA,239,mean,150,394,1,skew_normal,paleosols,"Da et al., 2015",373.6834296,159.9868706,-1.313077681
1.8,NA,NA,230,mean,144,379,1,skew_normal,paleosols,"Da et al., 2015",359.1153468,153.8795609,-1.306396837
1.9,NA,NA,307,mean,192,507,1,skew_normal,paleosols,"Da et al., 2015",480.6568316,206.4658268,-1.311271629
1.9,NA,NA,252,mean,158,415,1,skew_normal,paleosols,"Da et al., 2015",393.3112531,168.3225864,-1.307499809
2.1,NA,NA,299,mean,187,494,1,skew_normal,paleosols,"Da et al., 2015",468.4148085,201.2800415,-1.312707045
2.1,NA,NA,300,mean,188,495,1,skew_normal,paleosols,"Da et al., 2015",469.4148085,201.2800415,-1.312707045
2.1,NA,NA,278,mean,174,458,1,skew_normal,paleosols,"Da et al., 2015",433.8925157,185.9153495,-1.305066091
2.2,NA,NA,338,mean,212,557,1,skew_normal,paleosols,"Da et al., 2015",528.0945472,226.0945446,-1.310505284
2.3,NA,NA,387,mean,243,639,1,skew_normal,paleosols,"Da et al., 2015",606.5216741,259.9724397,-1.319285267
2.3,NA,NA,342,mean,214,564,1,skew_normal,paleosols,"Da et al., 2015",534.4802971,229.2444531,-1.307746672
2.3,NA,NA,405,mean,254,669,1,skew_normal,paleosols,"Da et al., 2015",634.8620048,272.3798926,-1.318068508
2.6,NA,NA,400,mean,251,660,1,skew_normal,paleosols,"Da et al., 2015",626.151083,268.3088468,-1.315581706
2.6,NA,NA,385,mean,241,636,1,skew_normal,paleosols,"Da et al., 2015",603.1976287,259.0517933,-1.314172367
221.9,NA,NA,6,mean,3,12,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",11.54865112,6.098557239,-1.489473223
220.1,NA,NA,215,mean,108,430,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",414.1829848,218.4161249,-1.495388479
214.7,NA,NA,355,mean,178,710,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",683.6517354,360.7159028,-1.49305244
213.5,NA,NA,443,mean,222,886,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",853.0320204,450.1614423,-1.492340649
213.3,NA,NA,500,mean,250,1000,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",962.3875936,508.2131033,-1.489473223
213.2,NA,NA,546,mean,273,1092,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1050.927252,554.9687088,-1.489473223
213.1,NA,NA,501,mean,251,1002,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",964.6690132,509.1141778,-1.492008363
213,NA,NA,523,mean,262,1046,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1007.014078,531.4755593,-1.491901622
212.7,NA,NA,170,mean,85,340,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",327.2117818,172.7924551,-1.489473223
212.6,NA,NA,738,mean,369,1476,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1420.484088,750.1225404,-1.489473223
212.5,NA,NA,1463,mean,732,2926,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2816.302904,1486.916267,-1.490340811
212.4,NA,NA,522,mean,261,1044,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1004.732648,530.5744798,-1.489473223
212.2,NA,NA,713,mean,357,1426,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1372.721426,724.5965689,-1.491254054
212.1,NA,NA,708,mean,354,1416,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1362.740833,719.6297542,-1.489473223
212,NA,NA,10,mean,5,20,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",19.24775187,10.16426207,-1.489473223
211.7,NA,NA,683,mean,342,1366,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1314.978162,694.103779,-1.491332331
211.5,NA,NA,643,mean,322,1286,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1237.987144,653.4467253,-1.491448073
211.4,NA,NA,749,mean,375,1498,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1442.013341,761.1879163,-1.491168403
211.3,NA,NA,128,mean,64,256,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",246.371224,130.1025544,-1.489473223
211.2,NA,NA,182,mean,91,364,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",350.3090841,184.9895696,-1.489473223
211.2,NA,NA,616,mean,308,1232,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1185.661515,626.1185432,-1.489473223
211.1,NA,NA,726,mean,363,1452,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1397.386786,737.9254259,-1.489473223
210.4,NA,NA,219,mean,110,438,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",421.8820959,222.4818347,-1.495280193
210.1,NA,NA,420,mean,210,840,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",808.4055786,426.8990067,-1.489473223
209.9,NA,NA,1080,mean,540,2160,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2078.757202,1097.740303,-1.489473223
209.9,NA,NA,777,mean,389,1554,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1495.907052,789.647853,-1.491107277
209.7,NA,NA,665,mean,333,1330,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1280.332204,675.8081049,-1.491382691
209.6,NA,NA,529,mean,265,1058,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1018.562731,537.5741179,-1.491874053
209.5,NA,NA,1220,mean,610,2440,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2348.225728,1240.039972,-1.489473223
209.3,NA,NA,1025,mean,513,2050,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1973.251336,1041.721571,-1.490711725
209.2,NA,NA,1406,mean,703,2812,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2706.233913,1429.095246,-1.489473223
209,NA,NA,1063,mean,532,2126,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2046.392798,1080.345769,-1.49066743
208.6,NA,NA,1869,mean,935,3738,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",3597.761648,1899.585315,-1.490152296
208.4,NA,NA,904,mean,452,1808,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1739.996769,918.8492907,-1.489473223
208.2,NA,NA,1179,mean,590,2358,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2269.666731,1198.251214,-1.490549885
208,NA,NA,964,mean,482,1928,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",1855.48328,979.8348631,-1.489473223
207.4,NA,NA,1978,mean,989,3956,1,skew_normal,paleosols,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",3807.20532,2010.491037,-1.489473223
205.15,209,201.3,1626.42,mean,813,3253,1,skew_normal,paleosols,"Whiteside et al., 2015",3130.548028,1653.328497,-1.48927042
205.15,209,201.3,1233.546667,mean,617,2467,1,skew_normal,paleosols,"Whiteside et al., 2015",2374.342171,1253.672802,-1.489843607
205.15,209,201.3,1293.693333,mean,647,2587,1,skew_normal,paleosols,"Whiteside et al., 2015",2489.682697,1314.560008,-1.489394739
211.9,212.6,211.2,749,mean,374,1498,1,skew_normal,paleosols,"Whiteside et al., 2015",1441.299562,761.4183821,-1.487780277
211.9,212.6,211.2,786,mean,393,1573,1,skew_normal,paleosols,"Whiteside et al., 2015",1514.154806,799.812116,-1.491086501
34.2,NA,NA,399,mean,127,672,1,normal,paleosols,"Kohn et al., 2015",440.7769847,277.1134847,-0.190029553
0.2,NA,NA,289,mean,263,315,1,normal,alkenones,"Seki et al., 2010",288.9792148,26.14490634,0.000996384
0.3,NA,NA,246,mean,224,268,1,normal,alkenones,"Seki et al., 2010",245.9485832,22.12266581,0.002912924
0.5,NA,NA,255,mean,232,278,1,normal,alkenones,"Seki et al., 2010",255.0414244,23.12821617,-0.002244788
0.9,NA,NA,243,mean,221,264,1,normal,alkenones,"Seki et al., 2010",234.8573208,22.93827281,0.459619229
1,NA,NA,252,mean,230,275,1,normal,alkenones,"Seki et al., 2010",260.375987,23.9642966,-0.452082187
1.2,NA,NA,266,mean,243,290,1,normal,alkenones,"Seki et al., 2010",274.6058633,24.98971943,-0.445007
1.3,NA,NA,271,mean,246,295,1,normal,alkenones,"Seki et al., 2010",262.1674987,26.01458353,0.438346686
1.5,NA,NA,277,mean,252,302,1,normal,alkenones,"Seki et al., 2010",276.9286171,25.13942642,0.00355878
1.8,NA,NA,270,mean,246,295,1,normal,alkenones,"Seki et al., 2010",278.8325013,26.01458353,-0.438346686
2.1,NA,NA,254,mean,231,277,1,normal,alkenones,"Seki et al., 2010",253.9344351,23.12827198,0.003552962
2.3,NA,NA,273,mean,249,298,1,normal,alkenones,"Seki et al., 2010",281.8325013,26.01458353,-0.438346686
2.6,NA,NA,267,mean,243,291,1,normal,alkenones,"Seki et al., 2010",267.0657402,24.13384158,-0.003414021
2.8,NA,NA,299,mean,272,326,1,normal,alkenones,"Seki et al., 2010",298.9236778,27.15057836,0.003523171
2.8,NA,NA,303,mean,276,331,1,normal,alkenones,"Seki et al., 2010",312.4946594,29.08618104,-0.420476376
2.9,NA,NA,323,mean,294,352,1,normal,alkenones,"Seki et al., 2010",322.9277748,29.16170652,0.003104111
2.9,NA,NA,333,mean,303,363,1,normal,alkenones,"Seki et al., 2010",332.8796752,30.16743,0.004998975
3,NA,NA,372,mean,338,405,1,normal,alkenones,"Seki et al., 2010",361.249048,35.21835503,0.391830962
3.1,NA,NA,353,mean,321,385,1,normal,alkenones,"Seki et al., 2010",352.8849602,32.17854163,0.00448069
3.1,NA,NA,344,mean,313,375,1,normal,alkenones,"Seki et al., 2010",343.9155008,31.17287761,0.003397326
3.2,NA,NA,335,mean,305,365,1,normal,alkenones,"Seki et al., 2010",334.9113189,30.1673204,0.003684313
3.2,NA,NA,341,mean,310,372,1,normal,alkenones,"Seki et al., 2010",340.9178918,31.17287121,0.003301197
3.6,NA,NA,362,mean,329,395,1,normal,alkenones,"Seki et al., 2010",361.9176628,33.18401123,0.003109774
3.8,NA,NA,357,mean,325,389,1,normal,alkenones,"Seki et al., 2010",357.0905985,32.1784636,-0.003528725
3.9,NA,NA,338,mean,307,368,1,normal,alkenones,"Seki et al., 2010",327.8668794,32.15389824,0.405162791
4,NA,NA,329,mean,300,359,1,normal,alkenones,"Seki et al., 2010",338.9227288,31.13171523,-0.410022926
4.1,NA,NA,354,mean,322,385,1,normal,alkenones,"Seki et al., 2010",343.6587746,33.17572015,0.400521512
4.3,NA,NA,381,mean,348,414,1,normal,alkenones,"Seki et al., 2010",381.1133766,33.18410273,-0.004282095
4.4,NA,NA,351,mean,320,382,1,normal,alkenones,"Seki et al., 2010",350.9237283,31.1728564,0.003066537
4.6,NA,NA,370,mean,337,402,1,normal,alkenones,"Seki et al., 2010",359.4528606,34.19719993,0.396082517
4.8,NA,NA,351,mean,320,382,1,normal,alkenones,"Seki et al., 2010",350.8989124,31.17292701,0.004064276
4.9,NA,NA,383,mean,350,417,1,normal,alkenones,"Seki et al., 2010",393.750952,35.21835503,-0.391830962
4.9,NA,NA,422,mean,385,459,1,normal,alkenones,"Seki et al., 2010",421.8856102,37.2063769,0.003853297
5,NA,NA,448,mean,409,488,1,normal,alkenones,"Seki et al., 2010",459.9339965,41.33928653,-0.369594209
5.2,NA,NA,457,mean,417,497,1,normal,alkenones,"Seki et al., 2010",457.1045631,40.223056,-0.003258106
0.02,NA,NA,318,mean,283,402,1,skew_normal,alkenones,"Zhang et al., 2013",400.4092826,83.63106001,-1.721768505
0.03,NA,NA,305,mean,273,384,1,skew_normal,alkenones,"Zhang et al., 2013",383.0857971,78.40424855,-1.758142655
0.03,NA,NA,322,mean,284,411,1,skew_normal,alkenones,"Zhang et al., 2013",408.7245824,88.8533704,-1.690436288
0.04,NA,NA,308,mean,268,400,1,skew_normal,alkenones,"Zhang et al., 2013",397.1796185,92.03711997,-1.667220744
0.06,NA,NA,312,mean,279,393,1,skew_normal,alkenones,"Zhang et al., 2013",391.9428439,80.44108882,-1.750698514
0.07,NA,NA,338,mean,304,422,1,skew_normal,alkenones,"Zhang et al., 2013",421.0438839,83.35960479,-1.759103371
0.09,NA,NA,334,mean,293,429,1,skew_normal,alkenones,"Zhang et al., 2013",426.2864239,94.95878623,-1.676679232
0.11,NA,NA,332,mean,290,429,1,skew_normal,alkenones,"Zhang et al., 2013",426.1400256,96.99373895,-1.672504551
0.11,NA,NA,336,mean,293,435,1,skew_normal,alkenones,"Zhang et al., 2013",431.9934713,99.02860801,-1.668512765
0.13,NA,NA,336,mean,305,418,1,skew_normal,alkenones,"Zhang et al., 2013",418.4232407,80.76136009,-1.847748198
0.15,NA,NA,315,mean,277,403,1,skew_normal,alkenones,"Zhang et al., 2013",400.4726481,87.96733943,-1.675970217
0.16,NA,NA,316,mean,286,395,1,skew_normal,alkenones,"Zhang et al., 2013",395.3259785,77.84499401,-1.841895805
0.17,NA,NA,330,mean,286,429,1,skew_normal,alkenones,"Zhang et al., 2013",425.3350793,99.28715564,-1.639155895
0.31,NA,NA,319,mean,275,418,1,skew_normal,alkenones,"Zhang et al., 2013",414.3350793,99.28715564,-1.639155895
0.43,NA,NA,285,mean,252,362,1,skew_normal,alkenones,"Zhang et al., 2013",359.9512188,76.90574524,-1.685630223
0.58,NA,NA,302,mean,261,393,1,skew_normal,alkenones,"Zhang et al., 2013",389.2615868,91.40554493,-1.621765398
0.93,NA,NA,291,mean,255,374,1,skew_normal,alkenones,"Zhang et al., 2013",371.5123971,83.0108041,-1.670305318
1.05,NA,NA,301,mean,261,393,1,skew_normal,alkenones,"Zhang et al., 2013",390.1796185,92.03711997,-1.667220744
1.19,NA,NA,322,mean,281,416,1,skew_normal,alkenones,"Zhang et al., 2013",413.032864,94.07188197,-1.663148009
1.21,NA,NA,311,mean,263,414,1,skew_normal,alkenones,"Zhang et al., 2013",408.6932904,103.8572715,-1.57881254
1.22,NA,NA,317,mean,278,409,1,skew_normal,alkenones,"Zhang et al., 2013",406.829524,91.774032,-1.699634595
1.23,NA,NA,322,mean,278,422,1,skew_normal,alkenones,"Zhang et al., 2013",418.591752,100.1757158,-1.651981292
1.25,NA,NA,291,mean,257,372,1,skew_normal,alkenones,"Zhang et al., 2013",370.3059229,80.71126084,-1.712288119
1.27,NA,NA,309,mean,257,416,1,skew_normal,alkenones,"Zhang et al., 2013",409.0114103,108.4069231,-1.525555504
1.28,NA,NA,298,mean,263,382,1,skew_normal,alkenones,"Zhang et al., 2013",380.4092826,83.63106001,-1.721768505
1.35,NA,NA,326,mean,276,434,1,skew_normal,alkenones,"Zhang et al., 2013",428.6602786,108.8173246,-1.587177036
1.64,NA,NA,298,mean,255,392,1,skew_normal,alkenones,"Zhang et al., 2013",387.7032678,94.58223478,-1.602422596
1.73,NA,NA,312,mean,271,405,1,skew_normal,alkenones,"Zhang et al., 2013",401.7775877,93.18406206,-1.649487874
1.97,NA,NA,309,mean,263,408,1,skew_normal,alkenones,"Zhang et al., 2013",402.9919599,99.79044777,-1.582562646
2.09,NA,NA,329,mean,275,442,1,skew_normal,alkenones,"Zhang et al., 2013",435.2573847,114.2669274,-1.546901432
2.19,NA,NA,331,mean,279,441,1,skew_normal,alkenones,"Zhang et al., 2013",434.8273359,111.0961841,-1.560656276
2.3,NA,NA,337,mean,285,450,1,skew_normal,alkenones,"Zhang et al., 2013",444.6264405,113.7769545,-1.594852542
2.4,NA,NA,344,mean,288,461,1,skew_normal,alkenones,"Zhang et al., 2013",453.957381,118.3330759,-1.544893766
2.59,NA,NA,333,mean,280,446,1,skew_normal,alkenones,"Zhang et al., 2013",439.9459429,114.0239873,-1.57063938
2.6,NA,NA,305,mean,255,410,1,skew_normal,alkenones,"Zhang et al., 2013",403.8571913,106.1345296,-1.551387502
2.72,NA,NA,317,mean,266,424,1,skew_normal,alkenones,"Zhang et al., 2013",417.7072671,108.1676428,-1.550201501
2.94,NA,NA,307,mean,261,407,1,skew_normal,alkenones,"Zhang et al., 2013",402.2566101,100.6831613,-1.595341834
3.08,NA,NA,338,mean,290,444,1,skew_normal,alkenones,"Zhang et al., 2013",439.4836246,106.5335472,-1.6153342
3.13,NA,NA,318,mean,265,428,1,skew_normal,alkenones,"Zhang et al., 2013",421.1352449,111.3373473,-1.536473565
3.32,NA,NA,336,mean,291,437,1,skew_normal,alkenones,"Zhang et al., 2013",433.1873501,101.3214028,-1.636002908
3.36,NA,NA,321,mean,278,417,1,skew_normal,alkenones,"Zhang et al., 2013",413.224729,96.36361042,-1.629233333
3.46,NA,NA,339,mean,299,434,1,skew_normal,alkenones,"Zhang et al., 2013",431.9338007,94.69433226,-1.708320041
3.51,NA,NA,393,mean,340,512,1,skew_normal,alkenones,"Zhang et al., 2013",507.5210111,119.3736163,-1.636479366
3.52,NA,NA,346,mean,303,445,1,skew_normal,alkenones,"Zhang et al., 2013",441.9934713,99.02860801,-1.668512765
