"","age","age_old","age_young","co2","type","co2_low","co2_high","co2_range","distribution","proxy_type","reference","shape1_co2","shape2_co2"
"1040",3.96,NA,NA,295,"mean",266,327,1,"skew_normal","boron","Bartoli et al., 2011",90.3895096959981,2958.04815474557
"1041",4.04,NA,NA,334,"mean",303,371,1,"skew_normal","boron","Bartoli et al., 2011",93.5881901270777,2683.41146764759
"1042",4.12,NA,NA,394,"mean",358,435,1,"skew_normal","boron","Bartoli et al., 2011",100.443000640749,2432.71567743648
"1043",4.58,NA,NA,425,"mean",387,469,1,"skew_normal","boron","Bartoli et al., 2011",102.870289970831,2300.5655749809
"1044",12.28,NA,NA,190,"mean",172,208,1,"skew_normal","boron","Foster et al., 2012",107.785710893246,5564.96501920745
"1045",12.72,NA,NA,223,"mean",202,244,1,"skew_normal","boron","Foster et al., 2012",108.725225080394,4766.69208255977
"1046",13.25,NA,NA,244,"mean",221,267,1,"skew_normal","boron","Foster et al., 2012",108.281060466581,4329.32795612353
"1047",13.48,NA,NA,243,"mean",220,266,1,"skew_normal","boron","Foster et al., 2012",107.403779538687,4312.36490587629
"1048",13.72,NA,NA,240,"mean",217,263,1,"skew_normal","boron","Foster et al., 2012",104.792739442406,4261.42971765663
"1049",13.83,NA,NA,257,"mean",233,282,1,"skew_normal","boron","Foster et al., 2012",106.128024067142,4015.21712103155
"1050",14.17,NA,NA,268,"mean",242,295,1,"skew_normal","boron","Foster et al., 2012",98.496950637588,3569.79288986503
"1051",14.31,NA,NA,272,"mean",247,299,1,"skew_normal","boron","Foster et al., 2012",105.753966110209,3767.89414330466
"1052",14.8,NA,NA,374,"mean",336,415,1,"skew_normal","boron","Foster et al., 2012",85.7243359117603,2197.12735679476
"1053",15.04,NA,NA,332,"mean",297,369,1,"skew_normal","boron","Foster et al., 2012",81.5036811059913,2365.95565226393
"1054",15.56,NA,NA,298,"mean",270,328,1,"skew_normal","boron","Foster et al., 2012",101.68650606655,3299.08809335469
"1055",15.87,NA,NA,392,"mean",351,438,1,"skew_normal","boron","Foster et al., 2012",77.8388323643149,1895.18043946245
"1056",16.38,NA,NA,225,"mean",204,246,1,"skew_normal","boron","Foster et al., 2012",110.667212437873,4807.72359942325
"1057",11.8,NA,NA,247,"mean",225,271,1,"skew_normal","boron","Foster et al., 2012",111.824823362144,4397.10352541712
"1058",13.6,NA,NA,232,"mean",211,254,1,"skew_normal","boron","Foster et al., 2012",112.655433460373,4732.59269590549
"1059",14.94,NA,NA,346,"mean",314,378,1,"skew_normal","boron","Foster et al., 2012",111.323794125553,3106.03108189367
"1060",13.7,NA,NA,250,"mean",227,274,1,"normal","boron","Badger et al., 2013a",109.252691977008,4251.99665793143
"1061",13.74,NA,NA,255,"mean",231,279,1,"normal","boron","Badger et al., 2013a",108.4933451652,4146.01465705517
"1062",13.74,NA,NA,230,"mean",208,251,1,"normal","boron","Badger et al., 2013a",109.7926288129,4674.05113331266
"1063",13.77,NA,NA,301,"mean",273,329,1,"normal","boron","Badger et al., 2013a",110.547075108688,3562.00182122621
"1064",13.79,NA,NA,283,"mean",257,310,1,"normal","boron","Badger et al., 2013a",109.675999491501,3758.84717181842
"1065",13.8,NA,NA,311,"mean",282,340,1,"normal","boron","Badger et al., 2013a",109.901606368425,3423.80457719094
"1066",15.54,NA,NA,300,"mean",254,357,1,"skew_normal","boron","Greenop et al., 2014",33.4371366767043,1060.96684763951
"1067",15.6,NA,NA,442,"mean",371,530,1,"skew_normal","boron","Greenop et al., 2014",30.0393204275508,636.69626905166
"1068",15.61,NA,NA,469,"mean",394,562,1,"skew_normal","boron","Greenop et al., 2014",30.2092790388025,601.724322806389
"1069",15.63,NA,NA,330,"mean",280,391,1,"skew_normal","boron","Greenop et al., 2014",34.6293639016052,997.450826303114
"1070",15.65,NA,NA,294,"mean",248,350,1,"skew_normal","boron","Greenop et al., 2014",32.6749497051359,1060.02925457712
"1071",15.69,NA,NA,287,"mean",238,352,1,"skew_normal","boron","Greenop et al., 2014",25.4058010030093,835.706344638778
"1072",15.72,NA,NA,505,"mean",401,682,1,"skew_normal","boron","Greenop et al., 2014",13.6125493394231,237.733536302824
"1073",15.76,NA,NA,291,"mean",243,352,1,"skew_normal","boron","Greenop et al., 2014",28.2903338231051,922.543132359917
"1074",15.77,NA,NA,315,"mean",261,384,1,"skew_normal","boron","Greenop et al., 2014",26.0184295874846,780.662518560701
"1075",15.81,NA,NA,520,"mean",432,638,1,"skew_normal","boron","Greenop et al., 2014",24.9749057012122,441.795641898355
"1076",15.84,NA,NA,435,"mean",364,527,1,"skew_normal","boron","Greenop et al., 2014",27.9462771015232,599.291081985585
"1077",15.89,NA,NA,281,"mean",237,333,1,"skew_normal","boron","Greenop et al., 2014",33.5687805526126,1144.17369284772
"1078",15.95,NA,NA,291,"mean",236,369,1,"skew_normal","boron","Greenop et al., 2014",19.5420933136501,626.383682548042
"1079",15.96,NA,NA,318,"mean",268,379,1,"skew_normal","boron","Greenop et al., 2014",32.2145293469102,963.503221608107
"1080",15.98,NA,NA,595,"mean",496,727,1,"skew_normal","boron","Greenop et al., 2014",25.7539377760797,395.363480141604
"1081",15.99,NA,NA,322,"mean",271,387,1,"skew_normal","boron","Greenop et al., 2014",30.4758424388138,895.749414978651
"1082",16.06,NA,NA,293,"mean",247,348,1,"skew_normal","boron","Greenop et al., 2014",32.9996018439983,1076.12653122848
"1083",16.12,NA,NA,406,"mean",334,503,1,"skew_normal","boron","Greenop et al., 2014",22.9521542396013,525.420040452897
"1084",16.15,NA,NA,309,"mean",261,366,1,"skew_normal","boron","Greenop et al., 2014",33.8592655397356,1046.08252628626
"1085",16.18,NA,NA,271,"mean",229,322,1,"skew_normal","boron","Greenop et al., 2014",33.4553038012533,1180.77968656201
"1086",16.21,NA,NA,236,"mean",197,287,1,"skew_normal","boron","Greenop et al., 2014",27.6020033023687,1112.84867859899
"1087",16.24,NA,NA,477,"mean",390,603,1,"skew_normal","boron","Greenop et al., 2014",20.1430053263847,385.504901482773
"1088",16.27,NA,NA,278,"mean",235,328,1,"skew_normal","boron","Greenop et al., 2014",34.9206899370514,1205.48968851572
"1089",16.3,NA,NA,467,"mean",392,561,1,"skew_normal","boron","Greenop et al., 2014",29.6651708003969,592.839026582355
"1090",16.33,NA,NA,262,"mean",223,309,1,"skew_normal","boron","Greenop et al., 2014",36.5341270034499,1336.81011326792
"1091",16.37,NA,NA,502,"mean",421,606,1,"skew_normal","boron","Greenop et al., 2014",28.6314855548218,528.889468009336
"1092",16.4,NA,NA,430,"mean",362,516,1,"skew_normal","boron","Greenop et al., 2014",30.4470370621751,663.041237639899
"1093",16.42,NA,NA,221,"mean",189,261,1,"skew_normal","boron","Greenop et al., 2014",37.4542124984765,1627.03416987534
"1094",16.47,NA,NA,532,"mean",425,701,1,"skew_normal","boron","Greenop et al., 2014",15.254417715386,255.654465154643
"1095",16.59,NA,NA,271,"mean",230,319,1,"skew_normal","boron","Greenop et al., 2014",36.2947337744358,1285.80272398555
"1096",16.65,NA,NA,242,"mean",204,284,1,"skew_normal","boron","Greenop et al., 2014",35.5951934679808,1423.09360531899
"1097",16.69,NA,NA,236,"mean",199,282,1,"skew_normal","boron","Greenop et al., 2014",32.1078448261824,1302.80644066007
"1098",16.76,NA,NA,338,"mean",285,405,1,"skew_normal","boron","Greenop et al., 2014",31.2727534920042,875.09624069819
"1099",16.98,NA,NA,207,"mean",172,250,1,"skew_normal","boron","Greenop et al., 2014",28.026901341541,1300.11336133279
"1100",17.11,NA,NA,252,"mean",215,297,1,"skew_normal","boron","Greenop et al., 2014",37.2640470757636,1418.23827508644
"1101",2.34,NA,NA,317,"median",281,354,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.1569623327063,2200.39997046045
"1102",2.35,NA,NA,318,"median",279,357,1,"skew_normal","boron","Martinez-Boti et al., 2015",63.3623162815979,1929.0609792063
"1103",2.35,NA,NA,306,"median",271,342,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.1610527963825,2250.46260834188
"1104",2.36,NA,NA,450,"median",395,505,1,"skew_normal","boron","Martinez-Boti et al., 2015",62.9386601584219,1335.62870044496
"1105",2.37,NA,NA,415,"median",366,463,1,"skew_normal","boron","Martinez-Boti et al., 2015",68.9516761038456,1594.46194849678
"1106",2.38,NA,NA,371,"median",328,416,1,"skew_normal","boron","Martinez-Boti et al., 2015",67.7677858721976,1753.860395282
"1107",2.39,NA,NA,377,"median",334,421,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.3752787331805,1819.27522517689
"1108",2.41,NA,NA,278,"median",245,310,1,"skew_normal","boron","Martinez-Boti et al., 2015",69.7978001357583,2445.31891162553
"1109",2.42,NA,NA,332,"median",294,371,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.0141787102227,2064.65245865574
"1110",2.45,NA,NA,320,"median",283,358,1,"skew_normal","boron","Martinez-Boti et al., 2015",69.6261259822467,2102.69385171566
"1111",2.47,NA,NA,340,"median",302,379,1,"skew_normal","boron","Martinez-Boti et al., 2015",74.4258621891632,2111.25984829392
"1112",2.5,NA,NA,357,"median",316,398,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.0093914563005,1944.96956334196
"1113",2.5,NA,NA,362,"median",321,403,1,"skew_normal","boron","Martinez-Boti et al., 2015",74.0108301802264,1970.3976550092
"1114",2.52,NA,NA,246,"median",218,275,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.8529512799027,2842.9383716765
"1115",2.55,NA,NA,335,"median",297,374,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.2845622612964,2082.15057790367
"1116",2.56,NA,NA,300,"median",265,335,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.1788579994893,2269.00670062683
"1117",2.58,NA,NA,330,"median",292,368,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.8249236402192,2104.5889040101
"1118",2.59,NA,NA,362,"median",319,405,1,"skew_normal","boron","Martinez-Boti et al., 2015",67.2594788043306,1790.64807254333
"1119",2.62,NA,NA,279,"median",246,311,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.2967719933067,2453.70539528192
"1120",2.62,NA,NA,305,"median",270,340,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.5106703837512,2304.7804191525
"1121",2.63,NA,NA,245,"median",216,274,1,"skew_normal","boron","Martinez-Boti et al., 2015",68.5510310536734,2729.31395202833
"1122",2.65,NA,NA,282,"median",249,315,1,"skew_normal","boron","Martinez-Boti et al., 2015",69.8806092629406,2408.0378977267
"1123",2.66,NA,NA,302,"median",267,336,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.9525279785393,2346.59080776317
"1124",2.67,NA,NA,263,"median",232,294,1,"skew_normal","boron","Martinez-Boti et al., 2015",69.0061017463735,2554.67369485168
"1125",2.68,NA,NA,323,"median",286,360,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.6350575275537,2176.02691710814
"1126",2.69,NA,NA,284,"median",251,317,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.8651813810184,2424.27121034963
"1127",2.7,NA,NA,276,"median",244,308,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.236840731137,2509.68796124982
"1128",2.7,NA,NA,234,"median",205,265,1,"skew_normal","boron","Martinez-Boti et al., 2015",58.9514953121133,2449.48141844829
"1129",2.7,NA,NA,319,"median",282,357,1,"skew_normal","boron","Martinez-Boti et al., 2015",69.1975432774243,2096.50739300835
"1130",2.71,NA,NA,262,"median",231,294,1,"skew_normal","boron","Martinez-Boti et al., 2015",66.5716379675704,2469.36438258333
"1131",2.75,NA,NA,339,"median",300,378,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.8930988274564,2048.75113921401
"1132",2.75,NA,NA,321,"median",283,360,1,"skew_normal","boron","Martinez-Boti et al., 2015",66.4486804771527,2000.2828666267
"1133",2.76,NA,NA,358,"median",317,400,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.8609850156071,1905.64519462714
"1134",2.78,NA,NA,279,"median",247,312,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.7974599464269,2462.08797943472
"1135",2.8,NA,NA,281,"median",249,314,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.8039815229131,2478.84145886422
"1136",2.83,NA,NA,317,"median",281,355,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.4305891080545,2144.26482144823
"1137",2.83,NA,NA,361,"median",314,408,1,"skew_normal","boron","Martinez-Boti et al., 2015",55.9439658772873,1493.66208508143
"1138",2.84,NA,NA,388,"median",343,433,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.3781368645442,1743.40864120735
"1139",2.85,NA,NA,308,"median",272,343,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.6207913322968,2257.40371567777
"1140",2.86,NA,NA,445,"median",392,498,1,"skew_normal","boron","Martinez-Boti et al., 2015",66.3301222680386,1424.16374745873
"1141",2.91,NA,NA,371,"median",328,413,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.0808865614513,1873.33493284864
"1142",2.92,NA,NA,377,"median",334,420,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.8612571839948,1859.71250296907
"1143",2.94,NA,NA,337,"median",299,376,1,"skew_normal","boron","Martinez-Boti et al., 2015",73.1374849389656,2093.80240903882
"1144",2.95,NA,NA,358,"median",317,400,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.8609855133015,1905.64520738819
"1145",2.95,NA,NA,419,"median",366,473,1,"skew_normal","boron","Martinez-Boti et al., 2015",57.9653598182544,1323.73239489033
"1146",2.96,NA,NA,346,"median",307,385,1,"skew_normal","boron","Martinez-Boti et al., 2015",74.8513405662642,2088.38799121354
"1147",2.98,NA,NA,328,"median",291,366,1,"skew_normal","boron","Martinez-Boti et al., 2015",73.1005148366851,2152.08192308457
"1148",3,NA,NA,369,"median",327,412,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.6981079594981,1868.62334089123
"1149",3.01,NA,NA,357,"median",316,399,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.4718186474106,1900.67727914847
"1150",3.03,NA,NA,381,"median",338,425,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.8720750022875,1837.18959293213
"1151",3.04,NA,NA,419,"median",369,470,1,"skew_normal","boron","Martinez-Boti et al., 2015",65.0922701505799,1486.49545969988
"1152",3.05,NA,NA,418,"median",371,467,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.9114643923668,1644.27657919621
"1153",3.06,NA,NA,361,"median",319,405,1,"skew_normal","boron","Martinez-Boti et al., 2015",67.2594786988664,1790.64806985059
"1154",3.06,NA,NA,413,"median",365,462,1,"skew_normal","boron","Martinez-Boti et al., 2015",68.6250783900812,1590.91293971403
"1155",3.07,NA,NA,380,"median",336,425,1,"skew_normal","boron","Martinez-Boti et al., 2015",69.2618324460849,1750.93839500136
"1156",3.09,NA,NA,334,"median",296,374,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.2283632448751,2026.04341468867
"1157",3.1,NA,NA,319,"median",282,357,1,"skew_normal","boron","Martinez-Boti et al., 2015",69.1975434762876,2096.50740026258
"1158",3.11,NA,NA,392,"median",347,438,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.4135212737842,1723.47986741047
"1159",3.13,NA,NA,345,"median",305,386,1,"skew_normal","boron","Martinez-Boti et al., 2015",69.1902734476119,1933.32860494172
"1160",3.14,NA,NA,334,"median",295,373,1,"skew_normal","boron","Martinez-Boti et al., 2015",69.815102884225,2020.35987537407
"1161",3.15,NA,NA,403,"median",343,466,1,"skew_normal","boron","Martinez-Boti et al., 2015",40.7616083713049,966.866414781115
"1162",3.16,NA,NA,340,"median",301,379,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.312203997191,2054.42146539777
"1163",3.17,NA,NA,452,"median",400,505,1,"skew_normal","boron","Martinez-Boti et al., 2015",69.8584256501742,1473.90459737962
"1164",3.18,NA,NA,381,"median",337,424,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.4964866154595,1832.71413930798
"1165",3.19,NA,NA,283,"median",251,317,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.8651818982696,2424.27122738443
"1166",3.2,NA,NA,331,"median",294,370,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.6868759590914,2116.57843794441
"1167",3.21,NA,NA,326,"median",289,365,1,"skew_normal","boron","Martinez-Boti et al., 2015",70.5412516703502,2086.58366473731
"1168",3.22,NA,NA,376,"median",333,420,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.0033962235793,1814.79139918023
"1169",3.24,NA,NA,423,"median",366,481,1,"skew_normal","boron","Martinez-Boti et al., 2015",51.0874990294363,1155.15561581988
"1170",3.24,NA,NA,354,"median",314,396,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.2161667272717,1934.78169520639
"1171",3.25,NA,NA,316,"median",280,353,1,"skew_normal","boron","Martinez-Boti et al., 2015",71.7086082446913,2193.86259774568
"1172",3.26,NA,NA,348,"median",307,390,1,"skew_normal","boron","Martinez-Boti et al., 2015",67.0154965386814,1855.86137947673
"1173",3.27,NA,NA,365,"median",319,412,1,"skew_normal","boron","Martinez-Boti et al., 2015",58.5741685488611,1543.91488926701
"1174",3.28,NA,NA,313,"median",278,350,1,"skew_normal","boron","Martinez-Boti et al., 2015",72.5765106878879,2238.67275321381
"1175",2.35,NA,NA,369,"median",326,413,1,"skew_normal","boron","Martinez-Boti et al., 2015",68.4261942168765,1783.34572705826
"1176",2.42,NA,NA,442,"median",385,499,1,"skew_normal","boron","Martinez-Boti et al., 2015",56.5520590944183,1222.8358998178
"1177",2.5,NA,NA,423,"median",373,473,1,"skew_normal","boron","Martinez-Boti et al., 2015",67.4995494893062,1528.15955950626
"1178",2.63,NA,NA,402,"median",354,450,1,"skew_normal","boron","Martinez-Boti et al., 2015",66.2878747506797,1582.58500243104
"1179",2.75,NA,NA,376,"median",330,424,1,"skew_normal","boron","Martinez-Boti et al., 2015",60.9393382628136,1555.40408792601
"1180",2.83,NA,NA,352,"median",311,395,1,"skew_normal","boron","Martinez-Boti et al., 2015",67.099510048519,1833.64487015999
"1181",3.16,NA,NA,525,"median",461,592,1,"skew_normal","boron","Martinez-Boti et al., 2015",60.2565103244415,1084.15875606463
"1182",3.24,NA,NA,441,"median",385,499,1,"skew_normal","boron","Martinez-Boti et al., 2015",56.5520591498479,1222.8359010872
"1183",0.54,NA,NA,162,"mean",92,233,1,"skew_normal","boron","Stap et al., 2016",4.83547943870757,292.644730311047
"1184",0.54,NA,NA,281,"mean",209,354,1,"skew_normal","boron","Stap et al., 2016",14.1829606139835,489.558537812433
"1185",0.6,NA,NA,163,"mean",92,234,1,"skew_normal","boron","Stap et al., 2016",4.79392981742275,289.225980605968
"1186",0.62,NA,NA,169,"mean",98,240,1,"skew_normal","boron","Stap et al., 2016",5.17733582107235,301.082406097437
"1187",0.76,NA,NA,175,"mean",102,249,1,"skew_normal","boron","Stap et al., 2016",5.20908500072458,291.517383550933
"1188",0.82,NA,NA,152,"mean",82,223,1,"skew_normal","boron","Stap et al., 2016",4.21908132990057,272.366543500188
"1189",0.86,NA,NA,168,"mean",98,239,1,"skew_normal","boron","Stap et al., 2016",5.22316303433903,304.663908583328
"1190",0.94,NA,NA,183,"mean",112,254,1,"skew_normal","boron","Stap et al., 2016",6.12331610966907,328.384779604228
"1191",1.82,NA,NA,250,"mean",178,322,1,"skew_normal","boron","Stap et al., 2016",11.3134634118211,441.125675100671
"1192",2.74,NA,NA,274,"mean",192,362,1,"skew_normal","boron","Stap et al., 2016",9.90134892484442,347.465759889295
"1193",2.89,NA,NA,481,"mean",400,566,1,"skew_normal","boron","Stap et al., 2016",31.5891673336334,622.371475841152
"1194",3.21,NA,NA,423,"mean",346,502,1,"skew_normal","boron","Stap et al., 2016",27.6942578157057,625.404414887715
"1195",3.66,NA,NA,357,"mean",281,434,1,"skew_normal","boron","Stap et al., 2016",20.5284991381943,553.617170935982
"1196",3.89,NA,NA,507,"mean",426,591,1,"skew_normal","boron","Stap et al., 2016",35.3798672460527,660.332570788167
"1197",4.1,NA,NA,380,"mean",305,456,1,"skew_normal","boron","Stap et al., 2016",23.8685614675994,603.351186716512
"1198",5.19,NA,NA,433,"mean",347,523,1,"skew_normal","boron","Stap et al., 2016",22.8249385816073,501.823006896843
"1199",6.35,NA,NA,332,"mean",257,408,1,"skew_normal","boron","Stap et al., 2016",18.2429563024134,530.334702831283
"1200",53.2,53.6,52.8,1400,"median",1165,1635,1,"normal","boron","Anagnostou et al., 2016",29.9860324330597,184.186515079409
"1201",45.6,45.9,45.5,1100,"median",925,1275,1,"normal","boron","Anagnostou et al., 2016",34.5501498735308,279.521536228246
"1202",44.4,44.5,44,920,"median",760,1080,1,"normal","boron","Anagnostou et al., 2016",29.4467278084365,290.600895031744
"1203",36.9,37.5,36.3,770,"median",620,920,1,"normal","boron","Anagnostou et al., 2016",23.7962936888743,285.215779895423
"1204",40.3,40.6,40,650,"median",540,760,1,"normal","boron","Anagnostou et al., 2016",32.0197963472887,460.551097833881
"1205",51.9,56,47.8,1868,"mean",1396,2861,1,"skew_normal","liverworts","Fletcher et al., 2008",6.42295072284506,23.7625805624978
"1206",58.8,61.6,56,583,"mean",401,818,1,"skew_normal","liverworts","Fletcher et al., 2008",7.654319692611,117.911006242996
"1207",70,71,69,670,"mean",459,931,1,"skew_normal","liverworts","Fletcher et al., 2008",7.70718186232061,103.174058159593
"1208",100.8,107.6,93.9,797,"mean",543,1085,1,"skew_normal","liverworts","Fletcher et al., 2008",7.9343102516674,89.5295944186042
"1209",104.1,107.6,100.5,830,"mean",584,1106,1,"skew_normal","liverworts","Fletcher et al., 2008",9.23292210493863,100.02033034753
"1210",104.1,107.6,100.5,977,"mean",653,1340,1,"skew_normal","liverworts","Fletcher et al., 2008",7.24729196938258,65.4787821007245
"1211",104.1,107.6,100.5,1001,"mean",649,1415,1,"skew_normal","liverworts","Fletcher et al., 2008",6.193662127793,53.8265695795686
"1212",111.9,113,110.8,654,"mean",448,887,1,"skew_normal","liverworts","Fletcher et al., 2008",8.2599659129167,115.467684773779
"1213",121.9,130.8,113,1051,"mean",819,1292,1,"skew_normal","liverworts","Fletcher et al., 2008",17.3868265869129,147.322912324663
"1214",139.3,142,136.5,982,"mean",755,1239,1,"skew_normal","liverworts","Fletcher et al., 2008",14.8733129375922,134.291419609169
"1215",161.7,166.1,157.3,698,"mean",514,933,1,"skew_normal","liverworts","Fletcher et al., 2008",10.6744254562584,136.843388407781
"1216",169.5,170,169,637,"mean",459,899,1,"skew_normal","liverworts","Fletcher et al., 2008",8.50712788772715,116.764544761381
"1217",187.7,201.3,174.1,919,"mean",685,1208,1,"skew_normal","liverworts","Fletcher et al., 2008",11.4843612884985,109.837335776422
"1218",205.6,237,174.1,388,"mean",275,549,1,"skew_normal","liverworts","Fletcher et al., 2008",8.27599983233706,192.556052335184
