"","age","age_old","age_young","co2","type","co2_low","co2_high","co2_range","distribution","proxy_type","reference","shape_co2","scale_co2"
"405",210,NA,NA,2756,"mean",1664,3848,1,"normal","paleosols","Schaller et al., 2015",5.9543386805811,463.040226385302
"406",210.3,NA,NA,2295.533333,"mean",1437,3154,1,"normal","paleosols","Schaller et al., 2015",6.72774140833322,341.327361351174
"407",210.8,NA,NA,2605.6,"mean",1579,3632,1,"normal","paleosols","Schaller et al., 2015",6.02678972923814,432.491088339976
"408",211.6,NA,NA,1623.4,"mean",1047,2200,1,"normal","paleosols","Schaller et al., 2015",7.50194220828147,216.487040887295
"409",211.6,NA,NA,2236.6,"mean",1367,3106,1,"normal","paleosols","Schaller et al., 2015",6.1987924376097,360.937274264378
"410",211.9,NA,NA,1942.266667,"mean",1220,2664,1,"normal","paleosols","Schaller et al., 2015",6.81229111307604,285.179324436652
"411",213.1,NA,NA,2635.6,"mean",1574,3697,1,"normal","paleosols","Schaller et al., 2015",5.75065539987018,458.480905557483
"412",215,NA,NA,3194.333333,"mean",1873,4516,1,"normal","paleosols","Schaller et al., 2015",5.43219617016656,588.310752865588
"413",215,NA,NA,3087.8,"mean",1803,4373,1,"normal","paleosols","Schaller et al., 2015",5.36416203408604,575.911168450181
"414",215.1,NA,NA,3123.2,"mean",1826,4420,1,"normal","paleosols","Schaller et al., 2015",5.38685751316461,579.984439954047
"415",215.2,NA,NA,3722.4,"mean",2095,5350,1,"normal","paleosols","Schaller et al., 2015",4.82435963120642,771.934037865907
"416",215.3,NA,NA,3395.733333,"mean",1939,4853,1,"normal","paleosols","Schaller et al., 2015",5.02426822478994,676.205020836957
"417",215.4,NA,NA,3218.066667,"mean",1867,4569,1,"normal","paleosols","Schaller et al., 2015",5.26356149415892,611.628224694569
"418",215.6,NA,NA,3113.6,"mean",1808,4419,1,"normal","paleosols","Schaller et al., 2015",5.27762323129905,590.189554471018
"419",215.6,NA,NA,3132.333333,"mean",1844,4420,1,"normal","paleosols","Schaller et al., 2015",5.50126329214122,569.557890393931
"420",215.7,NA,NA,3240.6,"mean",1884,4597,1,"normal","paleosols","Schaller et al., 2015",5.2963870885738,612.086977330761
"421",216,NA,NA,2470.2,"mean",1505,3436,1,"normal","paleosols","Schaller et al., 2015",6.1306467154953,403.133944979948
"422",216.2,NA,NA,2767,"mean",1582,3952,1,"normal","paleosols","Schaller et al., 2015",5.04375572210812,548.830784668404
"423",218.2,NA,NA,3183.266667,"mean",1806,4561,1,"normal","paleosols","Schaller et al., 2015",4.93320437050516,645.594853777816
"424",218.8,NA,NA,2798.666667,"mean",1647,3950,1,"normal","paleosols","Schaller et al., 2015",5.49465740807034,509.522443207505
"425",222,NA,NA,2732.066667,"mean",1636,3828,1,"normal","paleosols","Schaller et al., 2015",5.79950104182225,471.264840757524
"426",222.3,NA,NA,2324.933333,"mean",1413,3237,1,"normal","paleosols","Schaller et al., 2015",6.08283657998474,382.373881640525
"427",222.4,NA,NA,3022.666667,"mean",1756,4290,1,"normal","paleosols","Schaller et al., 2015",5.28255519347741,572.499462251797
"428",223.2,NA,NA,2627.333333,"mean",1596,3658,1,"normal","paleosols","Schaller et al., 2015",6.0761092287603,432.519804139657
"429",224.3,NA,NA,3042.066667,"mean",1805,4279,1,"normal","paleosols","Schaller et al., 2015",5.634754075333,540.083890733538
"430",225.8,NA,NA,2547.466667,"mean",1537,3558,1,"normal","paleosols","Schaller et al., 2015",5.94042312380298,429.012582824758
"431",226.2,NA,NA,3302.4,"mean",1906,4699,1,"normal","paleosols","Schaller et al., 2015",5.18295982542917,637.451274022143
"432",226.6,NA,NA,3182.6,"mean",1875,4491,1,"normal","paleosols","Schaller et al., 2015",5.51000075120398,577.914285356016
"433",227.1,NA,NA,3568.133333,"mean",2055,5081,1,"normal","paleosols","Schaller et al., 2015",5.15194419031967,692.844884698112
"434",229.3,NA,NA,3319.733333,"mean",1936,4704,1,"normal","paleosols","Schaller et al., 2015",5.34380904094083,621.537695707611
"435",229.7,NA,NA,2445.6,"mean",1505,3387,1,"normal","paleosols","Schaller et al., 2015",6.33827320450472,386.058951230928
"436",231,NA,NA,2516.4,"mean",1541,3492,1,"normal","paleosols","Schaller et al., 2015",6.23729346624027,403.617685483617
"437",231.4,NA,NA,3230.866667,"mean",1900,4562,1,"normal","paleosols","Schaller et al., 2015",5.48110612712505,589.722270766572
"438",232,NA,NA,2142.8,"mean",1335,2950,1,"normal","paleosols","Schaller et al., 2015",6.61894848991116,323.814527956492
"439",232.2,NA,NA,2884.2,"mean",1724,4045,1,"normal","paleosols","Schaller et al., 2015",5.76425897953105,500.613397677725
"440",100,NA,NA,746,"mean",373,1492,1,"skew_normal","paleosols","Ludvigson et al., 2015",2.37243530566148,393.111287057836
"441",102.5,NA,NA,886,"mean",443,1772,1,"skew_normal","paleosols","Ludvigson et al., 2015",2.37243530566148,466.88552323491
"442",111.5,NA,NA,996,"mean",498,1992,1,"skew_normal","paleosols","Ludvigson et al., 2015",2.37243530566148,524.850994516896
"443",113.5,NA,NA,1335,"mean",668,2670,1,"skew_normal","paleosols","Ludvigson et al., 2015",2.3746797303244,702.931269074968
"444",115.5,NA,NA,986,"mean",493,1972,1,"skew_normal","paleosols","Ludvigson et al., 2015",2.37243530566148,519.581406218534
"445",116,NA,NA,1071,"mean",536,2142,1,"skew_normal","paleosols","Ludvigson et al., 2015",2.37523327273928,563.814197870992
"446",116.5,NA,NA,1190,"mean",595,2380,1,"skew_normal","paleosols","Ludvigson et al., 2015",2.37243530566148,627.081007505127
"447",119.4,NA,NA,1179,"mean",590,2358,1,"skew_normal","paleosols","Ludvigson et al., 2015",2.37497684632381,620.725723760734
"448",1,NA,NA,244,"mean",153,403,1,"skew_normal","paleosols","Da et al., 2015",4.54069376131251,61.2504573562857
"449",1.1,NA,NA,214,"mean",134,353,1,"skew_normal","paleosols","Da et al., 2015",4.53956271788752,53.6625988957601
"450",1.2,NA,NA,335,"mean",210,552,1,"skew_normal","paleosols","Da et al., 2015",4.55871398145931,83.612135084856
"451",1.2,NA,NA,217,"mean",136,357,1,"skew_normal","paleosols","Da et al., 2015",4.57068144487139,53.9538702687468
"452",1.2,NA,NA,193,"mean",121,319,1,"skew_normal","paleosols","Da et al., 2015",4.53283293972707,48.5556474340553
"453",1.3,NA,NA,141,"mean",88,233,1,"skew_normal","paleosols","Da et al., 2015",4.4956451955214,35.716583873485
"454",1.3,NA,NA,157,"mean",98,258,1,"skew_normal","paleosols","Da et al., 2015",4.54511816636095,39.1797408955503
"455",1.3,NA,NA,196,"mean",123,324,1,"skew_normal","paleosols","Da et al., 2015",4.54016560372196,49.248452441227
"456",1.4,NA,NA,194,"mean",122,321,1,"skew_normal","paleosols","Da et al., 2015",4.55012296993999,48.7009365887224
"457",1.4,NA,NA,192,"mean",120,317,1,"skew_normal","paleosols","Da et al., 2015",4.51539744494039,48.4108046186084
"458",1.4,NA,NA,192,"mean",120,316,1,"skew_normal","paleosols","Da et al., 2015",4.54286057457771,48.0080239171212
"459",1.4,NA,NA,194,"mean",121,320,1,"skew_normal","paleosols","Da et al., 2015",4.50572272710248,48.9588271621567
"460",1.5,NA,NA,239,"mean",150,394,1,"skew_normal","paleosols","Da et al., 2015",4.56508833058787,59.6082505446913
"461",1.5,NA,NA,210,"mean",132,347,1,"skew_normal","paleosols","Da et al., 2015",4.55799082033915,52.5676735620637
"462",1.5,NA,NA,303,"mean",190,500,1,"skew_normal","paleosols","Da et al., 2015",4.54868764732753,75.8786686017805
"463",1.6,NA,NA,282,"mean",177,465,1,"skew_normal","paleosols","Da et al., 2015",4.56357405954476,70.3698447248737
"464",1.6,NA,NA,230,"mean",144,380,1,"skew_normal","paleosols","Da et al., 2015",4.52451248167455,57.9317051991656
"465",1.6,NA,NA,247,"mean",154,407,1,"skew_normal","paleosols","Da et al., 2015",4.51150295863794,62.2011586514612
"466",1.6,NA,NA,207,"mean",130,342,1,"skew_normal","paleosols","Da et al., 2015",4.55138243027173,51.8746746781923
"467",1.7,NA,NA,239,"mean",150,394,1,"skew_normal","paleosols","Da et al., 2015",4.56508833058787,59.6082505446913
"468",1.8,NA,NA,230,"mean",144,379,1,"skew_normal","paleosols","Da et al., 2015",4.54747236329178,57.5292022567828
"469",1.9,NA,NA,307,"mean",192,507,1,"skew_normal","paleosols","Da et al., 2015",4.5188109984717,77.3766341099458
"470",1.9,NA,NA,252,"mean",158,415,1,"skew_normal","paleosols","Da et al., 2015",4.5653711767093,62.7820062057391
"471",2.1,NA,NA,299,"mean",187,494,1,"skew_normal","paleosols","Da et al., 2015",4.51525153303962,75.4435316861446
"472",2.1,NA,NA,300,"mean",188,495,1,"skew_normal","paleosols","Da et al., 2015",4.54403710666551,75.1857573834354
"473",2.1,NA,NA,278,"mean",174,458,1,"skew_normal","paleosols","Da et al., 2015",4.54667651703328,69.5312050367909
"474",2.2,NA,NA,338,"mean",212,557,1,"skew_normal","paleosols","Da et al., 2015",4.5627709293322,84.3051964430328
"475",2.3,NA,NA,387,"mean",243,639,1,"skew_normal","paleosols","Da et al., 2015",4.55518084367237,96.8544686596994
"476",2.3,NA,NA,342,"mean",214,564,1,"skew_normal","paleosols","Da et al., 2015",4.53563967257659,85.8020822394207
"477",2.3,NA,NA,405,"mean",254,669,1,"skew_normal","paleosols","Da et al., 2015",4.54112012555525,101.670618628571
"478",2.6,NA,NA,400,"mean",251,660,1,"skew_normal","paleosols","Da et al., 2015",4.55567316300221,100.028214621813
"479",2.6,NA,NA,385,"mean",241,636,1,"skew_normal","paleosols","Da et al., 2015",4.524133485359,96.9663392185361
"481",220.1,NA,NA,215,"mean",108,430,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.38640271920609,112.738642056302
"482",214.7,NA,NA,355,"mean",178,710,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.38088557948577,186.512285576055
"483",213.5,NA,NA,443,"mean",222,886,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37920480554527,232.884481536289
"484",213.3,NA,NA,500,"mean",250,1000,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,263.479414918121
"485",213.2,NA,NA,546,"mean",273,1092,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,287.719521090588
"486",213.1,NA,NA,501,"mean",251,1002,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37842021759307,263.448009062616
"487",213,NA,NA,523,"mean",262,1046,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37816818731243,275.04107613076
"488",212.7,NA,NA,170,"mean",85,340,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,89.583001072161
"489",212.6,NA,NA,738,"mean",369,1476,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,388.895616419146
"490",212.5,NA,NA,1463,"mean",732,2926,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37448328573319,770.381978039649
"491",212.4,NA,NA,522,"mean",261,1044,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,275.072509174518
"492",212.2,NA,NA,713,"mean",357,1426,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37663926762569,375.163088747977
"493",212.1,NA,NA,708,"mean",354,1416,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,373.086851524059
"495",211.7,NA,NA,683,"mean",342,1366,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.376824076252,359.354343814196
"496",211.5,NA,NA,643,"mean",322,1286,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37709733708699,338.276020130474
"497",211.4,NA,NA,749,"mean",375,1498,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37643705401569,394.133584777498
"498",211.3,NA,NA,128,"mean",64,256,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,67.4507302190389
"499",211.2,NA,NA,182,"mean",91,364,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,95.9065070301959
"500",211.2,NA,NA,616,"mean",308,1232,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,324.606639179124
"501",211.1,NA,NA,726,"mean",363,1452,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,382.572110461111
"504",210.4,NA,NA,219,"mean",110,438,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.38614694056045,114.846449956707
"505",210.1,NA,NA,420,"mean",210,840,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,221.322708531221
"506",209.9,NA,NA,1080,"mean",540,2160,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,569.11553622314
"507",209.9,NA,NA,777,"mean",389,1554,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.3762927409072,408.888416421018
"508",209.7,NA,NA,665,"mean",333,1330,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37694297204145,349.869097717612
"509",209.6,NA,NA,529,"mean",265,1058,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37810309388407,278.202822086816
"510",209.5,NA,NA,1220,"mean",610,2440,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,642.889772400214
"511",209.3,NA,NA,1025,"mean",513,2050,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37535890997355,539.574105284157
"512",209.2,NA,NA,1406,"mean",703,2812,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,740.904114749754
"513",209,NA,NA,1063,"mean",532,2126,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37525434118404,559.598529510608
"514",208.6,NA,NA,1869,"mean",935,3738,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37403827031717,984.327214792371
"515",208.4,NA,NA,904,"mean",452,1808,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,476.370782171962
"516",208.2,NA,NA,1179,"mean",590,2358,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37497684632381,620.725723760735
"517",208,NA,NA,964,"mean",482,1928,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,507.988311962136
"518",207.4,NA,NA,1978,"mean",989,3956,1,"skew_normal","paleosols","Nordt et al., 2015 (expands and refines Atchley et al., 2013)",2.37243530566148,1042.32456541608
"519",205.15,209,201.3,1626.42,"mean",813,3253,1,"skew_normal","paleosols","Whiteside et al., 2015",2.37151477043859,857.378092525644
"520",205.15,209,201.3,1233.546667,"mean",617,2467,1,"skew_normal","paleosols","Whiteside et al., 2015",2.37364962231938,649.72427647998
"521",205.15,209,201.3,1293.693333,"mean",647,2587,1,"skew_normal","paleosols","Whiteside et al., 2015",2.3735932828744,681.341803220001
"522",211.9,212.6,211.2,749,"mean",374,1498,1,"skew_normal","paleosols","Whiteside et al., 2015",2.36843964973051,395.251609074915
"523",211.9,212.6,211.2,786,"mean",393,1573,1,"skew_normal","paleosols","Whiteside et al., 2015",2.37053197427008,414.732728780689
"524",34.2,NA,NA,399,"mean",127,672,1,"normal","paleosols","Kohn et al., 2015",1.73157728337079,230.598956094203
"525",0.2,NA,NA,289,"mean",263,315,1,"normal","alkenones","Seki et al., 2010",121.858650401891,2.37167069890318
"526",0.3,NA,NA,246,"mean",224,268,1,"normal","alkenones","Seki et al., 2010",123.323570006642,1.99481110535257
"527",0.5,NA,NA,255,"mean",232,278,1,"normal","alkenones","Seki et al., 2010",121.234452361726,2.10342533244328
"528",0.9,NA,NA,243,"mean",221,264,1,"normal","alkenones","Seki et al., 2010",125.483796874973,1.9325762339258
"529",1,NA,NA,252,"mean",230,275,1,"normal","alkenones","Seki et al., 2010",124.218784130239,2.03276313779317
"530",1.2,NA,NA,266,"mean",243,290,1,"normal","alkenones","Seki et al., 2010",126.856301923674,2.10086224162755
"531",1.3,NA,NA,271,"mean",246,295,1,"normal","alkenones","Seki et al., 2010",120.224750710527,2.25002045270258
"532",1.5,NA,NA,277,"mean",252,302,1,"normal","alkenones","Seki et al., 2010",121.081950857263,2.28777521179281
"533",1.8,NA,NA,270,"mean",246,295,1,"normal","alkenones","Seki et al., 2010",120.224750710527,2.25002045270258
"534",2.1,NA,NA,254,"mean",231,277,1,"normal","alkenones","Seki et al., 2010",120.282888274391,2.11175214543099
"535",2.3,NA,NA,273,"mean",249,298,1,"normal","alkenones","Seki et al., 2010",122.913584004007,2.22520613532952
"536",2.6,NA,NA,267,"mean",243,291,1,"normal","alkenones","Seki et al., 2010",122.070137961087,2.18733203352384
"537",2.8,NA,NA,299,"mean",272,326,1,"normal","alkenones","Seki et al., 2010",120.952117663236,2.47212664856895
"538",2.8,NA,NA,303,"mean",276,331,1,"normal","alkenones","Seki et al., 2010",120.127533750244,2.52655773278694
"539",2.9,NA,NA,323,"mean",294,352,1,"normal","alkenones","Seki et al., 2010",122.354840584557,2.63994102243121
"540",2.9,NA,NA,333,"mean",303,363,1,"normal","alkenones","Seki et al., 2010",121.520650663047,2.74035666951965
"541",3,NA,NA,372,"mean",338,405,1,"normal","alkenones","Seki et al., 2010",121.291380428474,3.06296368572422
"542",3.1,NA,NA,353,"mean",321,385,1,"normal","alkenones","Seki et al., 2010",120.015934524343,2.94136485014816
"543",3.1,NA,NA,344,"mean",313,375,1,"normal","alkenones","Seki et al., 2010",121.449839118821,2.83252955928257
"544",3.2,NA,NA,335,"mean",305,365,1,"normal","alkenones","Seki et al., 2010",122.988697139447,2.72390777184736
"545",3.2,NA,NA,341,"mean",310,372,1,"normal","alkenones","Seki et al., 2010",119.33506303283,2.85758718511902
"546",3.6,NA,NA,362,"mean",329,395,1,"normal","alkenones","Seki et al., 2010",118.676668595339,3.05039775887768
"547",3.8,NA,NA,357,"mean",325,389,1,"normal","alkenones","Seki et al., 2010",122.758735428995,2.90822917122592
"548",3.9,NA,NA,338,"mean",307,368,1,"normal","alkenones","Seki et al., 2010",120.766002793488,2.79474449447541
"549",4,NA,NA,329,"mean",300,359,1,"normal","alkenones","Seki et al., 2010",123.051096628395,2.6778282369384
"550",4.1,NA,NA,354,"mean",322,385,1,"normal","alkenones","Seki et al., 2010",124.218784130239,2.84586839291044
"551",4.3,NA,NA,381,"mean",348,414,1,"normal","alkenones","Seki et al., 2010",131.496734605253,2.89749026524314
"552",4.4,NA,NA,351,"mean",320,382,1,"normal","alkenones","Seki et al., 2010",126.456350764581,2.77574086514845
"553",4.6,NA,NA,370,"mean",337,402,1,"normal","alkenones","Seki et al., 2010",127.50323244627,2.89804813659449
"554",4.8,NA,NA,351,"mean",320,382,1,"normal","alkenones","Seki et al., 2010",126.456350764582,2.77574086514845
"555",4.9,NA,NA,383,"mean",350,417,1,"normal","alkenones","Seki et al., 2010",129.275265856672,2.96662129185022
"556",4.9,NA,NA,422,"mean",385,459,1,"normal","alkenones","Seki et al., 2010",128.317995280627,3.28879766209654
"557",5,NA,NA,448,"mean",409,488,1,"normal","alkenones","Seki et al., 2010",127.170628754994,3.52685827245885
"558",5.2,NA,NA,457,"mean",417,497,1,"normal","alkenones","Seki et al., 2010",128.760405824756,3.54932764602218
"559",0.02,NA,NA,318,"mean",283,402,1,"skew_normal","alkenones","Zhang et al., 2013",32.4389183096954,10.5594279750539
"560",0.03,NA,NA,305,"mean",273,384,1,"skew_normal","alkenones","Zhang et al., 2013",34.3166944389301,9.57356617316478
"561",0.03,NA,NA,322,"mean",284,411,1,"skew_normal","alkenones","Zhang et al., 2013",29.2863877062524,11.8669681030801
"562",0.04,NA,NA,308,"mean",268,400,1,"skew_normal","alkenones","Zhang et al., 2013",24.9958340715998,13.3640329899058
"563",0.06,NA,NA,312,"mean",279,393,1,"skew_normal","alkenones","Zhang et al., 2013",34.0341477004536,9.87344145910476
"564",0.07,NA,NA,338,"mean",304,422,1,"skew_normal","alkenones","Zhang et al., 2013",37.105931194883,9.78371989004786
"565",0.09,NA,NA,334,"mean",293,429,1,"skew_normal","alkenones","Zhang et al., 2013",27.5416525771597,13.1090413708496
"566",0.11,NA,NA,332,"mean",290,429,1,"skew_normal","alkenones","Zhang et al., 2013",26.1300418632319,13.7598965435395
"567",0.11,NA,NA,336,"mean",293,435,1,"skew_normal","alkenones","Zhang et al., 2013",25.6624359826778,14.1860282539444
"568",0.13,NA,NA,336,"mean",305,418,1,"skew_normal","alkenones","Zhang et al., 2013",40.1556351609367,9.00325599872803
"569",0.15,NA,NA,315,"mean",277,403,1,"skew_normal","alkenones","Zhang et al., 2013",28.473482851783,11.9423675397843
"570",0.16,NA,NA,316,"mean",286,395,1,"skew_normal","alkenones","Zhang et al., 2013",38.2730327042449,8.89741380978218
"571",0.17,NA,NA,330,"mean",286,429,1,"skew_normal","alkenones","Zhang et al., 2013",24.392734234632,14.6580292213395
"572",0.31,NA,NA,319,"mean",275,418,1,"skew_normal","alkenones","Zhang et al., 2013",22.8943978236079,15.1369219167519
"573",0.43,NA,NA,285,"mean",252,362,1,"skew_normal","alkenones","Zhang et al., 2013",30.4822503005791,10.0725696439433
"574",0.58,NA,NA,302,"mean",261,393,1,"skew_normal","alkenones","Zhang et al., 2013",23.9451743648574,13.6581156129121
"575",0.93,NA,NA,291,"mean",255,374,1,"skew_normal","alkenones","Zhang et al., 2013",27.2994926696794,11.5217975106273
"576",1.05,NA,NA,301,"mean",261,393,1,"skew_normal","alkenones","Zhang et al., 2013",23.9451743648574,13.6581156129121
"577",1.19,NA,NA,322,"mean",281,416,1,"skew_normal","alkenones","Zhang et al., 2013",26.0308900621217,13.3896843754536
"578",1.21,NA,NA,311,"mean",263,414,1,"skew_normal","alkenones","Zhang et al., 2013",19.5470599839466,17.3200995561848
"579",1.22,NA,NA,317,"mean",278,409,1,"skew_normal","alkenones","Zhang et al., 2013",26.8678958496894,12.7863929528292
"580",1.23,NA,NA,322,"mean",278,422,1,"skew_normal","alkenones","Zhang et al., 2013",23.0380162242152,15.1944912958343
"581",1.25,NA,NA,291,"mean",257,372,1,"skew_normal","alkenones","Zhang et al., 2013",29.2552654145011,10.7514596827116
"582",1.27,NA,NA,309,"mean",257,416,1,"skew_normal","alkenones","Zhang et al., 2013",17.3850516080838,19.359320412946
"583",1.28,NA,NA,298,"mean",263,382,1,"skew_normal","alkenones","Zhang et al., 2013",28.7232219764285,11.2291854874788
"584",1.35,NA,NA,326,"mean",276,434,1,"skew_normal","alkenones","Zhang et al., 2013",19.6378811266447,18.0803396659005
"585",1.64,NA,NA,298,"mean",255,392,1,"skew_normal","alkenones","Zhang et al., 2013",21.7252166827598,14.8928145920462
"586",1.73,NA,NA,312,"mean",271,405,1,"skew_normal","alkenones","Zhang et al., 2013",24.8376074048335,13.6102463792082
"587",1.97,NA,NA,309,"mean",263,408,1,"skew_normal","alkenones","Zhang et al., 2013",20.8461725927183,16.0966427924796
"588",2.09,NA,NA,329,"mean",275,442,1,"skew_normal","alkenones","Zhang et al., 2013",17.8971176093944,20.034803296103
"589",2.19,NA,NA,331,"mean",279,441,1,"skew_normal","alkenones","Zhang et al., 2013",19.2026288977864,18.7506410504745
"590",2.3,NA,NA,337,"mean",285,450,1,"skew_normal","alkenones","Zhang et al., 2013",19.2915499047987,19.0530378522826
"591",2.4,NA,NA,344,"mean",288,461,1,"skew_normal","alkenones","Zhang et al., 2013",18.2047800429932,20.5752082747757
"592",2.59,NA,NA,333,"mean",280,446,1,"skew_normal","alkenones","Zhang et al., 2013",18.5837209800153,19.5366644803964
"593",2.6,NA,NA,305,"mean",255,410,1,"skew_normal","alkenones","Zhang et al., 2013",17.8708731758717,18.6090838310282
"594",2.72,NA,NA,317,"mean",266,424,1,"skew_normal","alkenones","Zhang et al., 2013",18.5283358709408,18.6234161956349
"595",2.94,NA,NA,307,"mean",261,407,1,"skew_normal","alkenones","Zhang et al., 2013",20.3705714069277,16.3988651870114
"596",3.08,NA,NA,338,"mean",290,444,1,"skew_normal","alkenones","Zhang et al., 2013",22.1345058877662,16.582948206443
"597",3.13,NA,NA,318,"mean",265,428,1,"skew_normal","alkenones","Zhang et al., 2013",17.5430942195918,19.7550182905493
"598",3.32,NA,NA,336,"mean",291,437,1,"skew_normal","alkenones","Zhang et al., 2013",24.2574232170379,15.0078003145951
"599",3.36,NA,NA,321,"mean",278,417,1,"skew_normal","alkenones","Zhang et al., 2013",24.3927342346321,14.2480144179454
"600",3.46,NA,NA,339,"mean",299,434,1,"skew_normal","alkenones","Zhang et al., 2013",28.8247563941539,12.7162734012012
"601",3.51,NA,NA,393,"mean",340,512,1,"skew_normal","alkenones","Zhang et al., 2013",23.9348145912181,17.8008438757142
"602",3.52,NA,NA,346,"mean",303,445,1,"skew_normal","alkenones","Zhang et al., 2013",27.1104713862011,13.7971391485311
"603",3.67,NA,NA,346,"mean",309,437,1,"skew_normal","alkenones","Zhang et al., 2013",33.261825097848,11.2152218957127
"604",3.85,NA,NA,327,"mean",291,414,1,"skew_normal","alkenones","Zhang et al., 2013",32.1594629883429,10.9621789460744
"605",3.99,NA,NA,334,"mean",295,427,1,"skew_normal","alkenones","Zhang et al., 2013",29.2566909341122,12.3405017853313
"606",4.11,NA,NA,348,"mean",307,445,1,"skew_normal","alkenones","Zhang et al., 2013",29.0361450078496,12.9509034482066
"607",4.45,NA,NA,379,"mean",345,471,1,"skew_normal","alkenones","Zhang et al., 2013",41.1482994702529,9.91619834719911
"608",4.78,NA,NA,361,"mean",332,443,1,"skew_normal","alkenones","Zhang et al., 2013",47.8804500091175,8.09366940755334
"609",7.15,NA,NA,379,"mean",323,500,1,"skew_normal","alkenones","Zhang et al., 2013",21.0492716320949,19.5524545536134
"610",14.1,NA,NA,341,"mean",311,421,1,"skew_normal","alkenones","Zhang et al., 2013",43.4644825867782,8.42134842292001
"611",14.74,NA,NA,430,"mean",388,539,1,"skew_normal","alkenones","Zhang et al., 2013",36.9421863102048,12.5478128939817
"612",15.84,NA,NA,402,"mean",375,486,1,"skew_normal","alkenones","Zhang et al., 2013",59.1738532270663,7.27560987980255
"613",16.82,NA,NA,401,"mean",370,490,1,"skew_normal","alkenones","Zhang et al., 2013",50.4647189158778,8.52140109639145
"614",18.26,NA,NA,412,"mean",384,499,1,"skew_normal","alkenones","Zhang et al., 2013",57.9756231046517,7.61573635001753
"615",20.3,NA,NA,358,"mean",332,435,1,"skew_normal","alkenones","Zhang et al., 2013",54.510426828754,7.03580879940247
"616",22.94,NA,NA,462,"mean",430,560,1,"skew_normal","alkenones","Zhang et al., 2013",57.02461462769,8.68100257334659
"617",23.48,NA,NA,410,"mean",383,497,1,"skew_normal","alkenones","Zhang et al., 2013",58.6005335685077,7.50891953547297
"618",25.3,NA,NA,416,"mean",386,506,1,"skew_normal","alkenones","Zhang et al., 2013",54.31516616663,8.21187040413274
"619",26.57,NA,NA,656,"mean",588,825,1,"skew_normal","alkenones","Zhang et al., 2013",34.8232232755479,20.29020426998
